"12/22/2021 21:06","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","%","kPa","RPM","RPM","Deg C","Deg C"
"Sample #","Boost Pressure","Throttle Position","Fuel Pressure","Desired Engine Speed","Engine Speed","Right Exhaust Temperature","Left Exhaust Temperature"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1492,4,14,357,839,840,299,318
1493,4,14,357,839,840,299,318
1494,4,14,356,838,843,290,308
1495,6,14,356,839,839,266,308
1496,2,14,356,838,842,271,304
1497,2,14,356,838,842,271,304
1498,4,34,356,1087,883,285,299
1499,6,34,358,1089,949,271,285
1500,8,34,361,1087,990,285,304
1501,8,34,361,1087,990,285,304
1502,6,34,369,1089,1058,280,304
1503,6,34,373,1087,1087,304,313
1504,6,34,373,1087,1087,304,313
1505,10,34,377,1089,1098,280,304
1506,10,34,387,1089,1143,304,322
1507,14,34,391,1087,1115,308,340
1508,12,34,392,1087,1101,308,327
1509,12,34,392,1087,1101,308,327
1510,10,16,394,855,1040,322,349
1511,10,16,394,855,1040,322,349
1512,10,15,383,842,860,308,349
1513,10,15,383,842,860,308,349
1514,8,15,369,842,826,322,345
1515,10,15,365,842,827,322,336
1516,6,15,362,842,840,322,340
1517,6,15,362,842,840,322,340
1518,10,15,361,842,841,304,327
1519,8,15,359,842,840,322,340
1520,6,15,359,842,844,299,322
1521,6,15,359,842,844,299,322
1522,6,15,358,842,847,299,327
1523,6,15,358,842,840,304,327
1524,6,15,358,842,846,285,336
1525,6,15,358,842,846,285,336
1526,6,15,357,842,843,313,318
1527,8,15,357,842,845,285,327
1528,6,15,357,842,847,285,332
1529,6,15,357,842,847,285,332
1530,6,15,357,842,844,285,322
1531,8,15,357,842,845,280,332
1532,8,15,357,842,845,280,332
1533,4,15,357,842,849,285,332
1534,6,15,357,842,837,299,327
1535,6,15,357,842,843,299,318
1536,4,15,357,842,847,285,313
1537,4,15,357,842,847,285,313
1538,6,15,357,841,837,290,313
1539,6,15,357,841,837,290,313
1540,4,15,357,842,846,285,308
1541,4,15,357,842,846,285,308
1542,4,15,357,842,839,285,308
1543,6,15,357,842,841,280,322
1544,6,15,357,842,847,299,313
1545,6,15,357,842,847,299,313
1546,4,15,357,842,838,271,322
1547,6,15,357,842,840,280,308
1548,4,15,357,842,846,299,308
1549,4,15,357,842,846,299,308
1550,8,15,357,842,836,285,308
1551,4,15,357,842,841,276,304
1552,4,15,357,842,841,266,318
1553,4,15,357,842,841,266,318
1554,6,15,357,842,836,285,308
1555,4,15,357,842,841,271,313
1556,4,14,357,842,841,290,290
1557,4,14,357,842,841,290,290
1558,4,14,357,840,836,280,299
1559,6,15,357,842,838,285,299
1560,4,15,357,842,841,290,313
1561,4,15,357,842,841,290,313
1562,8,15,357,842,835,266,285
1563,2,15,357,842,839,285,285
1564,4,15,357,841,838,285,308
1565,4,15,357,841,838,285,308
1566,6,14,356,842,832,285,304
1567,6,14,356,841,836,266,304
1568,4,15,356,842,845,266,299
1569,4,15,356,842,845,266,299
1570,4,15,356,841,837,285,299
1571,8,14,356,840,841,266,285
1572,4,14,357,840,847,271,304
1573,4,14,357,840,847,271,304
1574,6,15,357,841,839,271,290
1575,4,15,357,842,845,280,299
1576,4,15,357,841,845,266,290
1577,4,15,357,841,845,266,290
1578,4,14,357,840,838,285,285
1579,6,15,357,842,842,271,308
1580,4,14,357,840,842,266,280
1581,4,14,357,840,842,266,280
1582,8,34,357,1087,945,280,304
1583,6,34,359,1087,984,266,299
1584,8,34,363,1087,1022,266,304
1585,8,34,363,1087,1022,266,304
1586,6,34,373,1089,1094,271,304
1587,10,34,378,1087,1096,276,304
1588,10,34,381,1087,1130,290,313
1589,10,34,381,1087,1130,290,313
1590,14,34,390,1087,1113,308,318
1591,12,34,392,1087,1095,313,318
1592,12,34,392,1087,1078,313,336
1593,12,34,392,1087,1078,313,336
1594,10,15,391,841,961,299,345
1595,10,14,385,839,879,327,349
1596,10,15,378,841,831,313,327
1597,10,15,378,841,831,313,327
1598,8,14,366,839,825,299,345
1599,8,14,363,839,838,322,336
1600,8,14,361,839,834,318,322
1601,8,14,361,839,834,318,322
1602,8,14,359,841,842,313,322
1603,6,14,358,841,844,308,327
1604,6,14,358,839,843,318,327
1605,6,14,358,839,843,318,327
1606,6,14,357,839,840,318,327
1607,6,14,357,839,844,285,332
1608,6,14,356,839,843,299,318
1609,6,14,356,839,843,313,332
1610,8,14,356,839,840,299,327
1611,6,14,356,839,844,308,322
1612,6,14,357,839,839,280,327
1613,6,14,357,839,839,280,327
1614,8,14,356,839,840,299,332
1615,4,14,356,839,841,280,308
1616,4,14,356,841,844,304,327
1617,4,14,356,841,844,304,327
1618,6,14,356,839,837,276,308
1619,6,15,357,841,839,299,313
1620,4,15,356,841,839,299,318
1621,4,15,356,841,839,299,318
1622,8,14,356,839,840,280,327
1623,4,14,357,839,841,285,322
1624,6,14,356,839,845,290,313
1625,6,14,356,839,845,290,313
1626,4,14,356,839,834,285,318
1627,4,14,356,841,839,304,322
1628,4,14,356,841,840,280,299
1629,4,14,356,841,840,280,299
1630,4,14,356,839,833,271,308
1631,8,14,356,839,838,304,308
1632,6,14,356,839,842,276,313
1633,6,14,356,839,842,276,313
1634,6,14,356,839,835,271,304
1635,4,14,357,839,840,299,290
1636,4,14,357,839,840,299,308
1637,4,14,357,839,845,280,308
1638,6,14,357,839,835,290,304
1639,4,14,357,839,839,299,318
1640,4,15,356,839,838,276,318
1641,4,15,356,839,838,276,318
1642,4,14,356,839,834,285,318
1643,8,14,356,839,838,271,308
1644,4,14,356,839,846,285,299
1645,4,14,356,839,846,285,299
1646,6,15,356,841,835,285,313
1647,4,14,356,839,838,290,290
1648,4,14,357,839,839,266,290
1649,4,14,357,839,839,266,290
1650,6,15,357,841,835,280,304
1651,4,14,357,839,838,266,304
1652,4,14,356,840,843,280,318
1653,4,14,356,840,843,280,318
1654,4,15,356,841,833,266,304
1655,6,15,356,841,836,285,308
1656,4,14,357,839,843,285,285
1657,4,14,357,839,843,285,285
1658,6,14,356,839,837,262,285
1659,4,14,356,839,838,266,308
1660,4,14,356,839,842,276,290
1661,4,14,356,839,842,276,290
1662,6,15,357,839,834,276,299
1663,6,15,356,839,836,280,299
1664,6,14,356,839,844,271,304
1665,4,14,356,839,845,285,299
1666,6,14,356,839,842,285,285
1667,6,15,356,841,836,266,290
1668,4,14,356,839,843,280,308
1669,4,14,356,839,843,280,308
1670,6,14,356,839,833,285,285
1671,4,14,356,839,836,266,290
1672,4,14,356,839,844,262,285
1673,4,14,356,839,844,262,285
1674,4,14,356,839,840,266,308
1675,8,14,356,839,835,276,285
1676,4,15,356,841,841,276,280
1677,4,15,356,841,841,280,304
1678,4,14,356,839,843,280,280
1679,4,15,356,841,841,276,285
1680,4,14,356,839,844,266,308
1681,4,14,356,839,844,266,308
1682,6,14,356,839,841,262,290
1683,6,15,356,841,835,271,308
1684,6,14,356,839,843,280,308
1685,6,14,356,839,843,280,308
1686,4,14,356,839,844,276,304
1687,8,15,356,839,838,280,280
1688,4,14,356,840,845,280,299
1689,4,14,356,840,845,280,299
1690,4,14,356,839,839,276,285
1691,6,14,356,839,839,276,299
1692,4,14,356,840,845,262,285
1693,4,14,356,839,842,266,280
1694,6,14,355,839,844,266,285
"12/22/2021 21:20","Data Logging Canceled","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
