"12/22/2021 20:35","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
402,4,390,29,1029,100.0,100.0,0.2,257,299,Primary ECM
403,6,390,29,1032,100.0,100.0,0.2,266,290,Primary ECM
404,6,390,29,1034,100.0,100.0,0.2,262,290,Primary ECM
405,4,390,30,1036,100.0,100.0,0.2,262,299,Primary ECM
406,6,390,29,1038,100.0,100.0,0.2,257,280,Primary ECM
407,6,390,30,1028,100.0,100.0,0.2,257,280,Primary ECM
408,4,389,29,1030,100.0,100.0,0.3,271,271,Primary ECM
409,4,389,30,1028,100.0,100.0,0.2,271,271,Primary ECM
410,4,389,30,1028,100.0,100.0,0.2,266,280,Primary ECM
411,6,389,29,1036,100.0,100.0,0.3,252,280,Primary ECM
412,6,389,30,1033,100.0,100.0,0.2,252,266,Primary ECM
413,6,389,30,1033,100.0,100.0,0.2,252,266,Primary ECM
414,4,390,29,1036,100.0,100.0,0.2,252,280,Primary ECM
415,4,390,30,1039,100.0,100.0,0.2,266,285,Primary ECM
416,4,390,29,1038,100.0,100.0,0.2,266,285,Primary ECM
417,4,390,29,1038,100.0,100.0,0.2,262,271,Primary ECM
418,2,389,29,1032,100.0,100.0,0.3,271,271,Primary ECM
419,4,389,29,1031,100.0,100.0,0.2,271,290,Primary ECM
420,4,389,30,1032,100.0,100.0,0.1,247,290,Primary ECM
421,4,389,29,1029,100.0,100.0,0.2,247,285,Primary ECM
422,6,389,30,1034,100.0,100.0,0.2,276,271,Primary ECM
423,4,389,29,1034,100.0,100.0,0.1,276,271,Primary ECM
424,4,389,29,1030,100.0,100.0,0.2,252,285,Primary ECM
425,8,390,30,1036,100.0,100.0,0.2,276,285,Primary ECM
426,4,390,30,1038,100.0,100.0,0.2,276,276,Primary ECM
427,4,389,30,1032,100.0,100.0,0.1,247,276,Primary ECM
428,4,390,30,1036,100.0,100.0,0.2,247,276,Primary ECM
429,2,389,30,1031,100.0,100.0,0.3,276,276,Primary ECM
430,4,390,30,1034,100.0,100.0,0.2,276,276,Primary ECM
431,4,389,29,1034,100.0,100.0,0.2,266,285,Primary ECM
432,4,390,30,1033,100.0,100.0,0.2,266,285,Primary ECM
433,2,389,29,1030,100.0,100.0,0.3,266,299,Primary ECM
434,2,389,29,1030,100.0,100.0,0.3,257,299,Primary ECM
435,4,389,30,1035,100.0,100.0,0.2,257,285,Primary ECM
436,4,389,30,1036,100.0,100.0,0.3,257,285,Primary ECM
437,4,389,30,1036,100.0,100.0,0.3,257,285,Primary ECM
438,2,389,29,1031,100.0,100.0,0.3,262,266,Primary ECM
439,6,389,30,1028,100.0,100.0,0.2,266,266,Primary ECM
440,8,389,29,1035,100.0,100.0,0.3,266,280,Primary ECM
441,8,389,29,1035,100.0,100.0,0.3,262,280,Primary ECM
442,4,389,29,1032,100.0,100.0,0.1,262,285,Primary ECM
443,4,389,30,1029,100.0,100.0,0.2,252,280,Primary ECM
444,6,389,29,1031,100.0,100.0,0.3,252,280,Primary ECM
445,6,389,29,1031,100.0,100.0,0.3,266,285,Primary ECM
446,4,389,30,1031,100.0,100.0,0.2,247,285,Primary ECM
447,8,389,29,1033,100.0,100.0,0.2,247,285,Primary ECM
448,6,389,30,1035,100.0,100.0,0.2,271,285,Primary ECM
449,6,389,30,1035,100.0,100.0,0.2,271,271,Primary ECM
450,4,390,29,1040,100.0,100.0,0.2,252,276,Primary ECM
451,4,389,30,1036,100.0,100.0,0.3,252,276,Primary ECM
452,4,390,29,1034,100.0,100.0,0.2,271,285,Primary ECM
453,4,390,26,1034,100.0,100.0,0.2,276,285,Primary ECM
454,4,389,13,976,100.0,100.0,0.2,276,280,Primary ECM
455,4,385,13,914,100.0,100.0,0.3,271,280,Primary ECM
456,4,379,13,866,100.0,100.0,0.1,271,280,Primary ECM
457,6,373,13,822,100.0,100.0,0.1,262,266,Primary ECM
458,4,372,13,784,100.0,100.0,0.2,262,266,Primary ECM
459,4,363,13,786,100.0,100.0,0.1,262,266,Primary ECM
460,6,363,13,814,100.0,100.0,0.2,242,266,Primary ECM
461,4,360,13,831,100.0,100.0,0.3,242,266,Primary ECM
462,4,360,13,831,100.0,100.0,0.3,257,266,Primary ECM
463,2,359,13,832,100.0,100.0,0.2,257,257,Primary ECM
464,4,358,13,831,100.0,100.0,0.2,247,262,Primary ECM
465,2,358,13,820,100.0,100.0,0.3,247,262,Primary ECM
466,4,358,13,820,100.0,100.0,0.2,252,271,Primary ECM
467,2,358,13,821,100.0,100.0,0.3,228,271,Primary ECM
468,2,358,13,824,100.0,100.0,0.2,228,262,Primary ECM
469,2,357,13,819,100.0,100.0,0.3,237,262,Primary ECM
470,2,357,13,827,100.0,100.0,0.2,237,266,Primary ECM
471,2,357,13,820,100.0,100.0,0.2,247,266,Primary ECM
472,0,358,13,821,100.0,100.0,0.2,247,252,Primary ECM
473,0,358,13,821,100.0,100.0,0.2,237,252,Primary ECM
474,4,357,13,820,100.0,100.0,0.2,228,257,Primary ECM
475,2,357,13,818,100.0,100.0,0.2,228,257,Primary ECM
476,2,357,13,817,100.0,100.0,0.2,237,247,Primary ECM
477,2,357,13,817,100.0,100.0,0.2,237,247,Primary ECM
478,4,356,13,814,100.0,100.0,0.2,233,252,Primary ECM
479,2,356,13,819,100.0,100.0,0.2,233,242,Primary ECM
480,0,357,13,825,100.0,100.0,0.3,228,242,Primary ECM
481,2,357,13,822,100.0,100.0,0.2,228,262,Primary ECM
482,2,357,13,823,100.0,100.0,0.3,233,262,Primary ECM
483,0,357,13,823,100.0,100.0,0.3,233,257,Primary ECM
484,2,357,13,823,100.0,100.0,0.2,233,257,Primary ECM
485,2,357,13,817,100.0,100.0,0.2,233,252,Primary ECM
486,2,357,13,822,100.0,100.0,0.2,233,257,Primary ECM
487,0,357,13,818,100.0,100.0,0.2,213,257,Primary ECM
488,2,356,13,823,100.0,100.0,0.3,213,237,Primary ECM
489,2,356,13,818,100.0,100.0,0.3,213,237,Primary ECM
490,2,356,13,825,100.0,100.0,0.2,213,247,Primary ECM
491,2,357,13,821,100.0,100.0,0.1,218,247,Primary ECM
492,0,357,13,829,100.0,100.0,0.2,218,237,Primary ECM
493,2,358,13,819,100.0,100.0,0.2,218,228,Primary ECM
494,2,358,13,819,100.0,100.0,0.2,218,228,Primary ECM
495,2,358,13,821,100.0,100.0,0.2,213,247,Primary ECM
496,2,358,13,823,100.0,100.0,0.2,213,247,Primary ECM
497,0,357,13,818,100.0,100.0,0.2,213,247,Primary ECM
498,0,357,13,818,100.0,100.0,0.2,213,247,Primary ECM
499,2,357,13,817,100.0,100.0,0.3,218,233,Primary ECM
500,2,357,13,815,100.0,100.0,0.2,204,233,Primary ECM
501,2,356,13,822,100.0,100.0,0.2,204,252,Primary ECM
502,2,356,13,814,100.0,100.0,0.2,223,247,Primary ECM
503,0,357,13,819,100.0,100.0,0.2,223,247,Primary ECM
504,0,357,13,825,100.0,100.0,0.2,218,228,Primary ECM
505,0,357,13,823,100.0,100.0,0.3,218,228,Primary ECM
506,4,357,13,818,100.0,100.0,0.2,204,228,Primary ECM
507,0,357,13,817,100.0,100.0,0.2,204,228,Primary ECM
508,0,357,13,821,100.0,100.0,0.2,204,228,Primary ECM
509,2,357,13,818,100.0,100.0,0.2,204,228,Primary ECM
510,2,357,13,818,100.0,100.0,0.2,204,228,Primary ECM
511,0,356,13,827,100.0,100.0,0.2,204,228,Primary ECM
512,4,357,13,819,100.0,100.0,0.3,204,228,Primary ECM
513,4,357,13,819,100.0,100.0,0.3,208,242,Primary ECM
514,2,357,13,816,100.0,100.0,0.3,213,242,Primary ECM
515,2,357,13,819,100.0,100.0,0.2,213,223,Primary ECM
516,0,357,13,824,100.0,100.0,0.2,213,223,Primary ECM
517,0,357,13,820,100.0,100.0,0.2,213,228,Primary ECM
518,2,357,13,822,100.0,100.0,0.3,194,242,Primary ECM
519,0,357,13,815,100.0,100.0,0.2,194,242,Primary ECM
520,2,357,13,822,100.0,100.0,0.3,194,218,Primary ECM
521,0,357,13,816,100.0,100.0,0.2,199,218,Primary ECM
522,2,357,13,822,100.0,100.0,0.2,199,237,Primary ECM
523,2,357,13,818,100.0,100.0,0.2,199,237,Primary ECM
524,4,357,13,820,100.0,100.0,0.2,199,223,Primary ECM
525,2,357,13,824,100.0,100.0,0.3,204,223,Primary ECM
526,2,357,13,817,100.0,100.0,0.2,204,223,Primary ECM
527,2,357,13,822,100.0,100.0,0.2,199,237,Primary ECM
528,0,357,13,826,100.0,100.0,0.3,194,237,Primary ECM
529,2,357,13,822,100.0,100.0,0.2,194,233,Primary ECM
530,2,357,13,818,100.0,100.0,0.2,189,233,Primary ECM
531,2,357,13,824,100.0,100.0,0.2,189,237,Primary ECM
532,2,357,13,821,100.0,100.0,0.2,194,237,Primary ECM
533,2,357,13,821,100.0,100.0,0.2,194,223,Primary ECM
534,2,357,13,816,100.0,100.0,0.2,184,237,Primary ECM
535,2,357,13,819,100.0,100.0,0.1,204,237,Primary ECM
536,2,357,13,822,100.0,100.0,0.2,204,233,Primary ECM
537,2,357,13,817,100.0,100.0,0.2,204,233,Primary ECM
538,2,356,13,822,100.0,100.0,0.2,204,218,Primary ECM
539,0,357,13,818,100.0,100.0,0.2,194,218,Primary ECM
540,0,357,13,826,100.0,100.0,0.2,194,228,Primary ECM
541,0,357,13,826,100.0,100.0,0.2,208,228,Primary ECM
542,2,357,13,825,100.0,100.0,0.2,189,237,Primary ECM
543,0,356,13,816,100.0,100.0,0.2,189,237,Primary ECM
544,0,357,13,823,100.0,100.0,0.2,199,223,Primary ECM
545,0,357,13,823,100.0,100.0,0.2,199,223,Primary ECM
546,0,357,13,816,100.0,100.0,0.4,194,223,Primary ECM
547,2,357,13,823,100.0,100.0,0.3,194,223,Primary ECM
548,2,356,13,823,100.0,100.0,0.2,204,233,Primary ECM
549,2,356,13,817,100.0,100.0,0.2,204,213,Primary ECM
550,2,356,13,823,100.0,100.0,0.3,208,213,Primary ECM
551,2,356,13,822,100.0,100.0,0.2,208,223,Primary ECM
552,0,356,13,822,100.0,100.0,0.2,189,223,Primary ECM
553,0,356,13,816,100.0,100.0,0.2,199,233,Primary ECM
554,0,356,13,816,100.0,100.0,0.2,199,233,Primary ECM
555,0,356,13,815,100.0,100.0,0.2,184,223,Primary ECM
556,4,356,13,823,100.0,100.0,0.3,184,213,Primary ECM
557,2,356,13,818,100.5,100.0,0.2,194,213,Primary ECM
558,0,356,13,822,100.0,100.0,0.3,194,218,Primary ECM
559,2,356,13,824,100.0,100.0,0.3,194,218,Primary ECM
560,4,356,13,823,100.0,100.0,0.2,189,218,Primary ECM
561,4,356,13,823,100.0,100.0,0.2,189,218,Primary ECM
562,4,356,13,816,100.0,100.0,0.2,204,218,Primary ECM
563,0,356,13,824,100.0,100.0,0.2,204,233,Primary ECM
564,0,357,13,822,100.0,100.0,0.3,199,233,Primary ECM
565,0,357,13,824,100.0,100.0,0.2,199,223,Primary ECM
566,2,356,13,824,100.0,100.0,0.3,194,223,Primary ECM
567,0,356,13,823,100.0,100.0,0.2,194,228,Primary ECM
568,4,356,13,823,100.0,100.0,0.2,194,228,Primary ECM
569,4,356,13,823,100.0,100.0,0.2,199,218,Primary ECM
570,0,356,13,820,100.0,100.0,0.2,199,228,Primary ECM
571,2,356,13,825,100.0,100.0,0.2,199,228,Primary ECM
572,4,356,13,825,100.0,100.0,0.2,199,237,Primary ECM
573,2,356,13,825,100.0,100.0,0.2,194,237,Primary ECM
574,0,356,13,824,100.0,100.0,0.2,194,213,Primary ECM
575,2,357,13,819,100.0,100.0,0.3,184,213,Primary ECM
576,0,357,13,828,100.0,100.0,0.3,184,213,Primary ECM
577,2,357,13,818,100.0,100.0,0.2,208,237,Primary ECM
578,2,356,13,819,100.0,100.0,0.2,208,237,Primary ECM
579,2,356,13,823,100.0,100.0,0.2,204,218,Primary ECM
580,2,356,13,822,100.0,100.0,0.2,204,218,Primary ECM
581,2,356,13,818,100.0,100.0,0.2,208,213,Primary ECM
582,2,356,13,818,100.0,100.0,0.2,208,213,Primary ECM
583,0,356,13,817,100.0,100.0,0.2,208,213,Primary ECM
584,2,356,13,818,100.0,100.0,0.3,208,213,Primary ECM
585,2,357,13,824,100.0,100.0,0.2,208,213,Primary ECM
586,4,356,13,818,100.0,100.0,0.2,199,228,Primary ECM
587,2,356,13,821,100.0,100.0,0.2,199,228,Primary ECM
588,0,356,13,826,100.0,100.0,0.2,199,233,Primary ECM
589,0,356,13,820,100.0,100.0,0.2,199,233,Primary ECM
590,0,357,13,819,100.0,100.0,0.2,204,233,Primary ECM
591,2,357,13,820,100.0,100.0,0.2,204,233,Primary ECM
592,0,357,13,821,100.0,100.0,0.3,204,228,Primary ECM
593,2,356,13,817,100.0,100.0,0.2,204,228,Primary ECM
594,2,356,13,817,100.0,100.0,0.2,204,228,Primary ECM
595,2,356,13,827,100.0,100.0,0.2,199,228,Primary ECM
596,4,356,13,818,100.0,100.0,0.3,199,213,Primary ECM
597,4,356,13,818,100.0,100.0,0.3,199,213,Primary ECM
598,2,356,13,818,100.0,100.0,0.2,199,233,Primary ECM
599,2,357,13,822,100.0,100.0,0.3,199,233,Primary ECM
600,0,357,13,826,100.0,100.0,0.3,199,228,Primary ECM
601,2,356,13,825,100.0,100.0,0.4,199,228,Primary ECM
602,4,356,13,820,100.0,100.0,0.3,199,208,Primary ECM
603,2,357,13,818,100.0,100.0,0.2,199,208,Primary ECM
604,2,357,13,822,100.0,100.0,0.2,199,218,Primary ECM
605,0,356,13,819,100.0,100.0,0.2,199,208,Primary ECM
606,0,356,13,819,100.0,100.0,0.2,184,208,Primary ECM
607,2,356,13,816,100.0,100.0,0.3,184,228,Primary ECM
608,2,356,13,816,100.0,100.0,0.3,189,228,Primary ECM
609,2,356,13,823,100.0,100.0,0.3,189,228,Primary ECM
610,4,356,13,818,100.0,100.0,0.2,189,228,Primary ECM
611,2,356,13,821,100.0,100.0,0.2,204,228,Primary ECM
612,0,356,13,824,100.0,100.0,0.3,204,213,Primary ECM
613,0,356,13,823,100.0,100.0,0.2,208,213,Primary ECM
614,0,356,13,818,100.0,100.0,0.2,208,213,Primary ECM
615,2,356,13,819,100.0,100.0,0.2,194,213,Primary ECM
616,0,356,13,822,100.0,100.0,0.3,194,228,Primary ECM
617,0,356,13,818,100.0,100.0,0.2,194,228,Primary ECM
618,0,356,13,818,100.0,100.0,0.2,194,223,Primary ECM
619,2,356,13,825,100.0,100.0,0.2,208,223,Primary ECM
620,2,356,13,816,100.0,100.0,0.2,208,223,Primary ECM
621,2,356,13,824,100.0,100.0,0.2,204,213,Primary ECM
622,2,356,13,818,100.0,100.0,0.2,204,213,Primary ECM
623,2,356,13,823,100.0,100.0,0.3,208,228,Primary ECM
624,0,356,13,823,100.0,100.0,0.2,208,228,Primary ECM
625,0,356,13,823,100.0,100.0,0.2,194,233,Primary ECM
626,0,356,13,817,100.0,100.0,0.2,208,233,Primary ECM
627,2,356,13,817,100.0,100.0,0.3,208,228,Primary ECM
628,2,357,13,822,100.0,100.0,0.3,194,228,Primary ECM
629,2,356,13,819,100.0,100.0,0.3,194,223,Primary ECM
630,2,356,13,820,100.0,100.0,0.3,204,223,Primary ECM
631,2,356,13,817,100.0,100.0,0.2,204,223,Primary ECM
632,2,356,13,816,100.0,100.0,0.2,199,218,Primary ECM
633,0,356,13,818,100.0,100.0,0.2,204,218,Primary ECM
634,0,356,13,818,100.0,100.0,0.3,204,213,Primary ECM
635,2,356,13,822,100.0,100.0,0.3,184,213,Primary ECM
636,0,356,13,825,100.0,100.0,0.2,184,208,Primary ECM
637,2,356,13,818,100.0,100.0,0.2,199,208,Primary ECM
638,2,356,13,821,100.0,100.0,0.3,199,228,Primary ECM
639,2,356,13,817,100.0,100.0,0.2,194,228,Primary ECM
640,4,356,13,823,100.0,100.0,0.3,199,213,Primary ECM
641,4,356,13,823,100.0,100.0,0.3,199,213,Primary ECM
642,2,356,13,822,100.0,100.0,0.2,204,208,Primary ECM
643,2,356,13,816,100.0,100.0,0.2,204,208,Primary ECM
644,2,356,13,816,100.0,100.0,0.2,189,228,Primary ECM
645,2,356,13,816,100.0,100.0,0.2,189,228,Primary ECM
646,2,356,13,819,100.0,100.0,0.3,199,218,Primary ECM
647,2,356,13,822,100.0,100.0,0.2,199,208,Primary ECM
648,0,356,13,818,100.0,100.0,0.2,204,208,Primary ECM
649,2,356,13,823,100.0,100.0,0.3,204,218,Primary ECM
650,2,356,13,821,100.0,100.0,0.3,184,218,Primary ECM
651,2,356,13,817,100.0,100.0,0.2,184,213,Primary ECM
652,0,356,13,824,100.0,100.0,0.2,194,213,Primary ECM
653,0,356,13,824,100.0,100.0,0.2,199,228,Primary ECM
654,0,356,13,823,100.0,100.0,0.2,199,218,Primary ECM
655,2,356,13,817,100.0,100.0,0.3,189,218,Primary ECM
656,0,356,13,816,100.0,100.0,0.4,189,204,Primary ECM
657,2,356,13,820,100.0,100.0,0.2,199,204,Primary ECM
658,0,356,13,817,100.0,100.0,0.2,199,218,Primary ECM
659,0,356,13,825,100.0,100.0,0.2,194,218,Primary ECM
660,0,356,13,819,100.0,100.0,0.2,194,213,Primary ECM
661,0,356,13,819,100.0,100.0,0.3,199,213,Primary ECM
662,0,356,13,817,100.0,100.0,0.2,199,213,Primary ECM
663,2,356,13,818,100.0,100.0,0.2,194,223,Primary ECM
664,2,357,13,825,100.0,100.0,0.3,194,223,Primary ECM
665,2,357,13,818,100.0,100.0,0.3,194,218,Primary ECM
666,2,357,13,818,100.0,100.0,0.3,194,218,Primary ECM
667,2,357,13,817,100.0,100.0,0.2,189,228,Primary ECM
668,2,356,13,818,100.0,100.0,0.2,194,228,Primary ECM
669,0,356,13,821,100.0,100.0,0.2,194,218,Primary ECM
670,2,356,13,817,100.0,100.0,0.2,208,208,Primary ECM
671,0,356,13,824,100.0,100.0,0.2,208,208,Primary ECM
672,2,356,13,818,100.0,100.0,0.2,204,213,Primary ECM
673,2,356,13,823,100.0,100.0,0.2,204,213,Primary ECM
674,0,356,13,818,100.0,100.0,0.2,204,208,Primary ECM
675,2,356,13,816,100.0,100.0,0.2,208,208,Primary ECM
676,0,356,13,821,100.0,100.0,0.2,208,218,Primary ECM
677,0,356,13,820,100.0,100.0,0.3,199,218,Primary ECM
678,0,357,13,820,100.0,100.0,0.3,199,228,Primary ECM
679,2,356,13,819,100.0,100.0,0.2,194,218,Primary ECM
680,2,356,13,818,100.0,100.0,0.2,194,218,Primary ECM
681,2,356,13,822,100.0,100.0,0.2,189,223,Primary ECM
682,2,356,13,818,100.0,100.0,0.2,213,223,Primary ECM
683,0,356,13,822,100.0,100.0,0.3,213,208,Primary ECM
684,2,356,13,816,100.0,100.0,0.2,194,208,Primary ECM
685,2,356,13,821,100.0,100.0,0.2,194,228,Primary ECM
686,2,356,13,826,100.0,100.0,0.2,194,223,Primary ECM
687,2,356,13,818,100.0,100.0,0.2,194,223,Primary ECM
688,0,356,13,821,100.0,100.0,0.2,199,208,Primary ECM
689,2,357,13,823,100.0,100.0,0.2,199,208,Primary ECM
690,0,356,13,824,100.0,100.0,0.2,199,228,Primary ECM
691,4,356,13,816,100.0,100.0,0.2,199,228,Primary ECM
692,2,356,13,817,100.0,100.0,0.2,199,218,Primary ECM
693,0,355,13,820,100.0,100.0,0.2,204,218,Primary ECM
694,2,355,13,820,100.0,100.0,0.2,204,208,Primary ECM
695,2,355,13,824,100.0,100.0,0.3,199,223,Primary ECM
696,2,355,13,818,100.0,100.0,0.2,189,223,Primary ECM
697,2,356,13,820,100.0,100.0,0.2,189,223,Primary ECM
698,2,356,13,817,100.0,100.0,0.2,204,223,Primary ECM
699,2,356,13,816,100.0,100.0,0.3,204,213,Primary ECM
700,0,356,13,821,100.0,100.0,0.3,194,213,Primary ECM
701,0,357,13,818,100.0,100.0,0.4,194,218,Primary ECM
702,0,357,13,818,100.0,100.0,0.4,184,218,Primary ECM
703,2,356,13,817,100.0,100.0,0.2,204,208,Primary ECM
704,0,356,13,819,100.0,100.0,0.2,204,208,Primary ECM
705,2,356,13,826,100.0,100.0,0.2,199,213,Primary ECM
706,2,356,13,820,100.0,100.0,0.2,199,213,Primary ECM
707,0,356,13,821,100.0,100.0,0.2,194,223,Primary ECM
708,2,356,13,816,100.0,100.0,0.3,194,223,Primary ECM
709,2,356,13,816,100.0,100.0,0.3,208,213,Primary ECM
710,2,356,13,819,100.0,100.0,0.2,208,208,Primary ECM
711,4,356,13,819,100.0,100.0,0.3,189,208,Primary ECM
712,0,356,13,823,100.0,100.0,0.2,189,213,Primary ECM
713,2,357,13,824,100.0,100.0,0.2,189,213,Primary ECM
714,0,356,13,825,100.0,100.0,0.2,189,218,Primary ECM
715,2,356,13,820,100.0,100.0,0.2,189,218,Primary ECM
716,0,356,13,817,100.0,100.0,0.2,194,223,Primary ECM
717,4,356,13,822,100.0,100.0,0.2,194,213,Primary ECM
718,0,356,13,816,100.0,100.0,0.2,204,213,Primary ECM
719,2,356,13,820,100.0,100.0,0.2,204,213,Primary ECM
720,0,356,13,818,100.0,100.0,0.2,194,213,Primary ECM
721,2,355,13,822,100.0,100.0,0.2,194,213,Primary ECM
722,2,356,13,816,100.0,100.0,0.2,204,213,Primary ECM
723,4,356,13,817,100.0,100.0,0.3,204,204,Primary ECM
724,0,356,13,821,100.0,100.0,0.2,208,218,Primary ECM
725,2,356,13,821,100.0,100.0,0.3,208,218,Primary ECM
726,0,356,13,814,100.0,100.0,0.2,208,213,Primary ECM
727,2,355,13,813,100.0,100.0,0.3,189,213,Primary ECM
728,2,355,13,816,100.0,100.0,0.2,189,228,Primary ECM
729,2,355,13,812,100.0,100.0,0.2,199,228,Primary ECM
730,2,354,13,813,100.0,100.0,0.2,199,218,Primary ECM
731,2,354,13,820,100.0,100.0,0.2,194,204,Primary ECM
732,0,354,13,820,100.0,100.0,0.3,194,204,Primary ECM
733,2,355,13,819,100.0,100.0,0.2,204,223,Primary ECM
734,0,355,13,818,100.0,100.0,0.3,204,223,Primary ECM
735,2,355,13,825,100.0,100.0,0.2,204,213,Primary ECM
736,2,355,13,823,100.0,100.0,0.2,204,213,Primary ECM
737,0,355,13,820,100.0,100.0,0.2,213,228,Primary ECM
738,0,355,13,822,100.0,100.0,0.2,194,228,Primary ECM
739,2,355,13,817,100.0,100.0,0.3,194,223,Primary ECM
740,2,355,13,818,100.0,100.0,0.2,213,223,Primary ECM
741,2,356,13,817,100.0,100.0,0.2,213,213,Primary ECM
742,0,355,13,819,100.0,100.0,0.3,213,213,Primary ECM
743,2,355,13,825,100.0,100.0,0.3,213,213,Primary ECM
744,0,355,13,819,100.0,100.0,0.2,208,218,Primary ECM
745,2,355,13,826,100.0,100.0,0.3,208,218,Primary ECM
746,4,355,13,821,100.0,100.0,0.2,208,228,Primary ECM
747,4,356,13,819,100.0,100.0,0.2,213,228,Primary ECM
748,2,356,13,825,100.0,100.0,0.3,213,228,Primary ECM
749,2,356,13,819,100.0,100.0,0.2,213,218,Primary ECM
750,2,356,13,819,100.0,100.0,0.2,213,218,Primary ECM
751,2,356,13,819,100.0,100.0,0.4,199,223,Primary ECM
752,2,356,13,821,100.0,100.0,0.2,213,223,Primary ECM
753,2,356,13,825,100.0,100.0,0.2,213,218,Primary ECM
754,2,356,13,820,100.0,100.0,0.2,199,213,Primary ECM
755,2,356,13,823,100.0,100.0,0.3,199,213,Primary ECM
756,2,356,13,816,100.0,100.0,0.2,208,233,Primary ECM
757,2,356,13,819,100.0,100.0,0.2,208,233,Primary ECM
758,2,356,13,818,100.0,100.0,0.3,208,233,Primary ECM
759,4,356,13,818,100.0,100.0,0.2,199,233,Primary ECM
760,0,356,13,824,100.5,100.0,0.2,199,228,Primary ECM
761,2,356,13,824,100.0,100.0,0.2,194,228,Primary ECM
762,2,356,13,824,100.0,100.0,0.2,194,228,Primary ECM
763,2,357,13,823,100.0,100.0,0.2,218,218,Primary ECM
764,2,356,13,816,100.0,100.0,0.2,218,218,Primary ECM
765,2,356,13,816,100.0,100.0,0.2,199,213,Primary ECM
766,2,356,13,815,100.0,100.0,0.3,213,213,Primary ECM
767,2,355,13,818,100.5,100.0,0.2,213,218,Primary ECM
768,2,354,13,814,100.0,100.0,0.3,208,218,Primary ECM
769,0,354,13,812,100.5,100.0,0.3,208,223,Primary ECM
770,4,354,13,812,100.0,100.0,0.3,213,228,Primary ECM
771,2,354,13,812,100.0,100.0,0.2,213,228,Primary ECM
772,4,353,13,815,100.0,100.0,0.2,204,233,Primary ECM
773,4,354,13,814,100.0,100.0,0.3,199,233,Primary ECM
774,2,354,13,817,100.0,100.0,0.2,199,223,Primary ECM
775,2,354,13,817,100.0,100.0,0.2,199,223,Primary ECM
776,4,354,14,816,100.0,100.0,0.2,199,218,Primary ECM
777,4,354,15,834,100.0,100.0,0.2,199,228,Primary ECM
778,4,355,14,833,100.0,100.0,0.2,199,228,Primary ECM
779,2,355,13,834,100.0,100.0,0.2,223,228,Primary ECM
780,2,355,13,827,100.0,100.0,0.2,213,228,Primary ECM
781,2,356,12,819,100.0,100.0,0.3,213,218,Primary ECM
782,2,356,13,816,100.0,100.0,0.2,208,242,Primary ECM
783,4,356,13,816,100.0,100.0,0.2,208,242,Primary ECM
784,0,356,13,819,100.0,100.0,0.2,223,242,Primary ECM
785,0,356,13,819,100.0,100.0,0.2,223,242,Primary ECM
786,2,355,13,820,100.0,100.0,0.3,208,237,Primary ECM
787,2,355,13,815,100.0,100.0,0.3,223,237,Primary ECM
788,4,355,13,817,100.0,100.0,0.2,223,228,Primary ECM
789,2,355,12,814,100.0,100.0,0.2,204,228,Primary ECM
790,4,355,13,813,100.0,100.0,0.2,204,218,Primary ECM
791,2,355,13,815,100.0,100.0,0.2,204,242,Primary ECM
792,0,356,13,815,100.0,100.0,0.3,204,242,Primary ECM
793,0,356,13,815,100.0,100.0,0.3,208,237,Primary ECM
794,2,355,13,815,100.0,100.0,0.2,228,237,Primary ECM
795,2,355,13,811,100.0,100.0,0.2,228,242,Primary ECM
796,4,355,13,812,100.0,100.0,0.2,204,242,Primary ECM
797,4,355,13,812,100.0,100.0,0.2,204,223,Primary ECM
798,2,355,12,811,100.5,100.0,0.2,228,237,Primary ECM
799,2,355,13,817,100.0,100.0,0.3,228,237,Primary ECM
800,2,355,13,809,100.0,100.0,0.3,223,242,Primary ECM
801,2,354,13,816,100.0,100.0,0.2,199,242,Primary ECM
802,2,355,13,819,100.0,100.0,0.2,199,233,Primary ECM
803,4,355,13,813,100.0,100.0,0.3,223,233,Primary ECM
804,0,355,13,820,100.0,100.0,0.3,223,223,Primary ECM
805,4,355,13,814,100.5,100.0,0.2,223,223,Primary ECM
806,0,355,13,815,100.0,100.0,0.3,223,223,Primary ECM
807,2,354,13,810,100.0,100.0,0.2,204,223,Primary ECM
808,2,355,13,811,100.0,100.0,0.2,204,223,Primary ECM
809,2,355,13,811,100.0,100.0,0.2,204,237,Primary ECM
810,4,355,13,819,100.0,100.0,0.2,204,237,Primary ECM
811,2,355,13,817,100.0,100.0,0.2,204,237,Primary ECM
812,0,355,13,818,100.0,100.0,0.2,208,233,Primary ECM
813,2,355,13,819,100.5,100.0,0.2,208,233,Primary ECM
814,0,355,13,815,100.5,100.0,0.3,199,228,Primary ECM
815,4,354,13,814,100.0,100.0,0.3,218,228,Primary ECM
816,4,354,13,814,100.0,100.0,0.3,218,233,Primary ECM
817,2,354,13,811,100.0,100.0,0.3,208,233,Primary ECM
818,2,355,13,819,100.5,100.0,0.2,208,218,Primary ECM
819,2,354,13,811,100.0,100.0,0.2,213,228,Primary ECM
820,2,354,13,811,100.0,100.0,0.2,213,228,Primary ECM
