"12/22/2021 20:05","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
"Sample #","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature","ECM In Control"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1548,4,356,14,840,100.0,100.0,0.1,257,276,Primary ECM
1549,4,356,14,841,100.0,100.0,0.1,257,280,Primary ECM
1550,6,356,28,874,100.0,100.0,0.2,257,308,Primary ECM
1551,4,355,31,928,100.0,100.0,0.2,276,308,Primary ECM
1552,8,359,35,982,100.0,100.0,0.2,276,308,Primary ECM
1553,8,359,14,996,100.0,100.0,0.2,285,308,Primary ECM
1554,6,366,14,908,100.0,100.0,0.2,285,299,Primary ECM
1555,6,367,14,853,100.0,100.0,0.1,285,299,Primary ECM
1556,8,363,14,820,100.0,100.0,0.2,271,299,Primary ECM
1557,4,362,14,818,100.0,100.0,0.2,271,290,Primary ECM
1558,6,360,14,823,100.0,100.0,0.1,276,290,Primary ECM
1559,6,358,14,827,100.0,100.0,0.2,276,285,Primary ECM
1560,8,357,14,825,100.0,100.0,0.1,280,285,Primary ECM
1561,4,357,14,830,100.0,100.0,0.1,266,313,Primary ECM
1562,4,356,14,837,100.0,100.0,0.2,266,313,Primary ECM
1563,6,356,14,827,100.0,100.0,0.1,276,299,Primary ECM
1564,4,356,14,834,100.0,100.0,0.1,276,308,Primary ECM
1565,8,356,14,829,100.0,100.0,0.1,271,308,Primary ECM
1566,4,356,14,838,100.0,100.0,0.1,271,285,Primary ECM
1567,4,356,14,826,100.0,100.0,0.1,266,285,Primary ECM
1568,6,355,14,836,100.0,100.0,0.1,257,304,Primary ECM
1569,6,355,14,829,100.0,100.0,0.1,257,304,Primary ECM
1570,8,356,14,831,100.0,100.0,0.1,266,280,Primary ECM
1571,4,355,14,832,100.0,100.0,0.2,266,299,Primary ECM
1572,6,355,14,836,100.0,100.0,0.2,266,299,Primary ECM
1573,4,356,21,833,100.0,100.0,0.1,266,290,Primary ECM
1574,4,355,25,897,100.0,100.0,0.1,271,290,Primary ECM
1575,8,357,26,934,100.0,100.0,0.1,285,285,Primary ECM
1576,6,360,31,982,100.0,100.0,0.1,285,285,Primary ECM
1577,6,362,14,968,100.0,100.0,0.2,276,299,Primary ECM
1578,8,367,14,898,100.0,100.0,0.1,276,290,Primary ECM
1579,6,366,14,857,100.0,100.0,0.2,266,290,Primary ECM
1580,4,362,14,827,100.0,100.0,0.2,266,313,Primary ECM
1581,8,362,14,812,100.0,100.0,0.1,276,313,Primary ECM
1582,4,358,14,822,100.0,100.0,0.1,276,299,Primary ECM
1583,6,357,14,828,100.0,100.0,0.1,276,299,Primary ECM
1584,4,356,14,828,100.0,100.0,0.2,285,304,Primary ECM
1585,4,356,14,835,100.0,100.0,0.2,285,290,Primary ECM
1586,6,355,18,828,100.0,100.0,0.2,262,290,Primary ECM
1587,4,356,19,875,100.0,100.0,0.2,262,290,Primary ECM
1588,6,358,19,909,100.0,100.0,0.2,262,290,Primary ECM
1589,8,359,19,914,100.0,100.0,0.1,266,299,Primary ECM
1590,4,360,19,910,100.0,100.0,0.2,266,299,Primary ECM
1591,4,362,23,908,100.0,100.0,0.2,276,304,Primary ECM
1592,6,364,24,939,100.0,100.0,0.1,276,304,Primary ECM
1593,6,366,24,969,100.0,100.0,0.1,266,304,Primary ECM
1594,8,368,24,979,100.0,100.0,0.1,266,304,Primary ECM
1595,6,370,14,933,100.0,100.0,0.3,266,304,Primary ECM
1596,6,368,14,858,100.0,100.0,0.1,280,313,Primary ECM
1597,6,365,14,820,100.0,100.0,0.1,280,290,Primary ECM
1598,8,361,14,814,100.0,100.0,0.1,285,290,Primary ECM
1599,4,359,14,811,100.0,100.0,0.2,285,290,Primary ECM
1600,8,359,14,821,100.0,100.0,0.2,276,290,Primary ECM
1601,4,357,14,834,100.0,100.0,0.1,276,308,Primary ECM
1602,4,356,22,840,100.0,100.0,0.3,271,308,Primary ECM
1603,8,355,25,891,100.0,100.0,0.2,276,299,Primary ECM
1604,4,358,28,945,100.0,100.0,0.1,276,313,Primary ECM
1605,8,358,30,990,100.0,100.0,0.1,285,313,Primary ECM
1606,6,361,30,1027,100.0,100.0,0.2,285,318,Primary ECM
1607,8,370,14,1018,100.0,100.0,0.1,280,318,Primary ECM
1608,8,372,14,937,100.0,100.0,0.1,280,313,Primary ECM
1609,6,370,14,882,100.0,100.0,0.1,285,313,Primary ECM
1610,8,370,14,831,100.0,100.0,0.1,299,308,Primary ECM
1611,6,367,14,818,100.0,100.0,0.2,299,304,Primary ECM
1612,6,359,14,820,100.0,100.0,0.2,280,304,Primary ECM
1613,6,359,29,852,100.0,100.0,0.1,280,313,Primary ECM
1614,8,357,36,909,100.0,100.0,0.1,280,313,Primary ECM
1615,6,359,37,959,100.0,100.0,0.1,280,322,Primary ECM
1616,10,363,37,1013,100.0,100.0,0.1,276,322,Primary ECM
1617,8,364,17,1033,100.0,100.0,0.2,276,327,Primary ECM
1618,6,371,14,946,100.0,100.0,0.1,299,313,Primary ECM
1619,6,373,14,891,100.0,100.0,0.1,299,313,Primary ECM
1620,8,371,14,833,100.0,100.0,0.1,304,318,Primary ECM
1621,6,367,14,822,100.0,100.0,0.3,304,318,Primary ECM
1622,6,363,14,816,100.0,100.0,0.1,290,327,Primary ECM
1623,8,360,14,818,100.0,100.0,0.2,290,327,Primary ECM
1624,8,357,14,827,100.0,100.0,0.2,280,322,Primary ECM
1625,8,357,14,828,100.0,100.0,0.2,280,322,Primary ECM
1626,4,357,14,836,100.0,100.0,0.1,280,304,Primary ECM
1627,6,356,14,836,100.0,100.0,0.1,299,304,Primary ECM
1628,4,356,14,837,100.0,100.0,0.1,299,318,Primary ECM
1629,4,356,14,828,100.0,100.0,0.1,266,313,Primary ECM
1630,8,356,14,831,100.0,100.0,0.1,266,313,Primary ECM
1631,4,356,14,838,100.0,100.0,0.1,285,304,Primary ECM
1632,4,356,14,836,100.0,100.0,0.2,285,304,Primary ECM
1633,4,355,14,828,100.0,100.0,0.1,285,318,Primary ECM
1634,4,356,17,846,100.0,100.0,0.1,271,318,Primary ECM
1635,4,356,17,863,100.0,100.0,0.1,271,290,Primary ECM
1636,4,356,17,878,100.0,100.0,0.1,266,290,Primary ECM
1637,4,359,17,882,100.0,100.0,0.2,266,308,Primary ECM
1638,4,359,17,882,100.0,100.0,0.2,280,313,Primary ECM
1639,6,360,17,873,100.0,100.0,0.1,276,313,Primary ECM
1640,8,360,17,870,100.0,100.0,0.1,276,299,Primary ECM
1641,8,360,16,865,100.0,100.0,0.2,280,299,Primary ECM
1642,6,361,17,875,100.0,100.0,0.2,280,304,Primary ECM
1643,6,361,17,867,100.0,100.0,0.2,290,304,Primary ECM
1644,6,360,29,885,100.0,100.0,0.1,285,313,Primary ECM
1645,6,360,31,948,100.0,100.0,0.2,285,313,Primary ECM
1646,6,363,40,995,100.0,100.0,0.2,299,318,Primary ECM
1647,6,367,40,1021,100.0,100.0,0.1,299,318,Primary ECM
1648,8,371,45,1076,100.0,100.0,0.1,276,322,Primary ECM
1649,6,371,46,1112,100.0,100.0,0.1,276,322,Primary ECM
1650,12,375,46,1123,100.0,100.0,0.1,290,318,Primary ECM
1651,8,380,46,1155,100.0,100.0,0.2,290,322,Primary ECM
1652,12,390,46,1161,100.0,100.0,0.1,308,322,Primary ECM
1653,14,393,43,1188,100.0,100.0,0.1,308,340,Primary ECM
1654,14,393,43,1188,100.0,100.0,0.1,318,340,Primary ECM
1655,18,394,41,1193,100.0,100.0,0.1,318,354,Primary ECM
1656,18,397,40,1204,100.0,100.0,0.1,322,354,Primary ECM
1657,16,400,53,1223,100.0,100.0,0.1,340,340,Primary ECM
1658,18,402,56,1222,100.0,100.0,0.2,340,340,Primary ECM
1659,16,404,62,1226,100.0,100.0,0.2,345,359,Primary ECM
1660,20,406,62,1225,100.0,100.0,0.2,345,363,Primary ECM
1661,24,406,62,1226,100.0,99.5,0.2,359,363,Primary ECM
1662,24,406,62,1251,100.0,100.0,0.1,359,386,Primary ECM
1663,22,409,62,1266,100.0,99.5,0.2,345,386,Primary ECM
1664,26,410,62,1281,100.0,99.5,0.2,354,390,Primary ECM
1665,26,411,62,1286,100.0,99.5,0.2,354,390,Primary ECM
1666,32,415,62,1297,100.0,99.5,0.2,386,409,Primary ECM
1667,30,415,62,1295,100.0,99.5,0.2,386,400,Primary ECM
1668,30,417,62,1302,100.0,99.5,0.1,386,400,Primary ECM
1669,34,418,39,1296,100.0,99.5,0.2,386,414,Primary ECM
1670,28,422,14,1138,100.0,99.5,0.2,404,414,Primary ECM
1671,24,422,14,1012,100.0,100.0,0.1,386,422,Primary ECM
1672,18,411,14,915,100.0,100.0,0.2,386,422,Primary ECM
1673,20,401,14,866,100.0,100.0,0.1,386,422,Primary ECM
1674,14,382,14,828,100.0,100.0,0.2,386,409,Primary ECM
1675,14,374,14,812,100.0,100.0,0.2,373,409,Primary ECM
1676,12,368,14,823,100.0,100.0,0.1,373,414,Primary ECM
1677,14,367,14,820,100.0,100.0,0.1,373,414,Primary ECM
1678,12,361,14,831,100.0,100.0,0.1,373,404,Primary ECM
1679,10,360,14,831,100.0,100.0,0.1,363,404,Primary ECM
1680,8,358,14,828,100.0,100.0,0.2,359,390,Primary ECM
1681,8,357,14,835,100.0,100.0,0.2,359,390,Primary ECM
1682,10,357,14,827,100.0,100.0,0.1,373,390,Primary ECM
1683,8,357,14,837,100.0,100.0,0.2,373,400,Primary ECM
1684,10,356,14,829,100.0,100.0,0.2,368,400,Primary ECM
1685,6,356,14,837,100.0,100.0,0.1,368,386,Primary ECM
1686,6,356,14,833,100.0,100.0,0.1,359,386,Primary ECM
1687,10,356,14,830,100.0,100.0,0.2,354,386,Primary ECM
1688,10,356,14,832,100.0,100.0,0.1,354,382,Primary ECM
1689,10,356,14,832,100.0,100.0,0.1,336,382,Primary ECM
1690,8,356,14,825,100.0,100.0,0.1,336,386,Primary ECM
1691,8,356,14,835,100.0,100.0,0.1,354,386,Primary ECM
1692,6,355,14,826,100.0,100.0,0.1,354,368,Primary ECM
1693,6,355,14,836,100.0,100.0,0.3,345,368,Primary ECM
1694,6,355,14,836,100.0,100.0,0.3,349,377,Primary ECM
1695,6,355,14,828,100.0,100.0,0.1,349,377,Primary ECM
1696,6,355,14,832,100.0,100.0,0.2,349,377,Primary ECM
1697,8,355,14,830,100.0,100.0,0.2,349,354,Primary ECM
1698,4,355,14,836,100.0,100.0,0.1,336,354,Primary ECM
1699,8,355,14,834,100.0,100.0,0.1,336,368,Primary ECM
1700,2,355,14,834,100.0,100.0,0.1,340,368,Primary ECM
1701,6,355,14,826,100.0,100.0,0.1,340,349,Primary ECM
1702,8,354,14,828,100.0,100.0,0.2,318,349,Primary ECM
1703,4,354,14,829,100.0,100.0,0.1,318,345,Primary ECM
1704,6,355,14,837,100.0,100.0,0.2,322,345,Primary ECM
1705,6,355,14,834,100.0,100.0,0.1,322,340,Primary ECM
1706,6,355,14,829,100.0,100.0,0.2,322,349,Primary ECM
1707,6,355,14,839,100.0,100.0,0.1,318,349,Primary ECM
1708,6,355,14,831,100.0,100.0,0.1,318,354,Primary ECM
1709,4,354,14,836,100.0,100.0,0.1,308,354,Primary ECM
1710,4,355,14,827,100.0,100.0,0.1,308,340,Primary ECM
1711,4,355,14,832,100.0,100.0,0.2,318,340,Primary ECM
1712,6,355,14,829,100.0,100.0,0.1,318,354,Primary ECM
1713,4,355,14,837,100.0,100.0,0.1,322,340,Primary ECM
1714,6,355,14,832,100.0,100.0,0.1,304,340,Primary ECM
1715,6,355,14,832,100.0,100.0,0.1,304,332,Primary ECM
1716,8,355,14,833,100.0,100.0,0.2,304,332,Primary ECM
1717,4,355,14,835,100.0,100.0,0.1,304,349,Primary ECM
1718,4,355,14,831,100.0,100.0,0.3,327,349,Primary ECM
1719,8,355,14,834,100.0,100.0,0.2,327,345,Primary ECM
1720,6,355,14,827,100.0,100.0,0.3,322,340,Primary ECM
1721,6,355,14,829,100.0,100.0,0.1,299,340,Primary ECM
1722,6,354,14,835,100.0,100.0,0.1,299,322,Primary ECM
1723,6,355,14,837,100.0,100.0,0.1,318,322,Primary ECM
1724,4,355,14,827,100.0,100.0,0.1,318,332,Primary ECM
1725,4,354,14,833,100.0,100.0,0.1,313,332,Primary ECM
1726,6,355,14,834,100.0,100.0,0.1,313,327,Primary ECM
1727,4,355,14,832,100.0,100.0,0.1,304,322,Primary ECM
1728,4,354,14,836,100.0,100.0,0.2,304,322,Primary ECM
1729,6,355,14,826,100.0,100.0,0.2,304,327,Primary ECM
1730,4,354,14,833,100.0,100.0,0.2,308,327,Primary ECM
1731,4,354,14,829,100.0,100.0,0.1,308,318,Primary ECM
1732,4,354,14,837,100.0,100.0,0.2,308,318,Primary ECM
1733,8,355,14,829,100.0,100.0,0.3,308,332,Primary ECM
1734,8,355,14,829,100.0,100.0,0.3,313,318,Primary ECM
1735,4,355,14,837,100.0,100.0,0.2,308,318,Primary ECM
1736,6,355,14,833,100.0,100.0,0.2,308,332,Primary ECM
1737,6,355,14,828,100.0,100.0,0.1,313,332,Primary ECM
1738,6,355,14,836,100.0,100.0,0.1,313,327,Primary ECM
1739,4,355,14,836,100.0,100.0,0.1,290,327,Primary ECM
1740,4,355,14,830,100.0,100.0,0.1,290,313,Primary ECM
1741,4,355,14,832,100.0,100.0,0.3,304,313,Primary ECM
1742,6,355,14,827,100.0,100.0,0.2,304,313,Primary ECM
1743,4,355,14,826,100.0,100.0,0.1,285,313,Primary ECM
1744,6,355,14,832,100.0,100.0,0.2,304,322,Primary ECM
1745,4,355,14,834,100.0,100.0,0.1,304,322,Primary ECM
1746,4,355,14,832,100.0,100.0,0.1,299,308,Primary ECM
1747,4,355,14,827,100.0,100.0,0.2,299,304,Primary ECM
1748,4,354,14,826,100.0,100.0,0.1,285,304,Primary ECM
1749,6,354,14,831,100.0,100.0,0.1,285,304,Primary ECM
1750,4,354,14,832,100.0,100.0,0.1,285,304,Primary ECM
1751,4,354,14,826,100.0,100.0,0.1,304,322,Primary ECM
1752,6,354,14,826,100.0,100.0,0.1,304,322,Primary ECM
1753,6,354,14,829,100.0,100.0,0.2,299,308,Primary ECM
1754,4,354,14,833,100.0,100.0,0.1,299,318,Primary ECM
1755,6,354,14,832,100.0,100.0,0.3,276,318,Primary ECM
1756,4,354,14,829,100.0,100.0,0.1,276,308,Primary ECM
1757,4,354,14,829,100.0,100.0,0.1,290,308,Primary ECM
1758,4,354,14,831,100.0,100.0,0.2,290,308,Primary ECM
1759,4,354,14,835,100.0,100.0,0.2,290,308,Primary ECM
1760,4,354,14,837,100.0,100.0,0.2,304,318,Primary ECM
1761,6,354,14,829,100.0,100.0,0.1,304,318,Primary ECM
1762,4,354,14,830,100.0,100.0,0.1,304,318,Primary ECM
1763,4,354,14,837,100.0,100.0,0.1,304,313,Primary ECM
1764,4,355,14,837,100.0,100.0,0.3,276,313,Primary ECM
1765,4,355,14,837,100.0,100.0,0.1,276,304,Primary ECM
1766,6,355,14,833,100.0,100.0,0.2,276,304,Primary ECM
1767,4,355,14,836,100.0,100.0,0.2,290,304,Primary ECM
1768,6,354,14,833,100.0,100.0,0.1,290,308,Primary ECM
1769,4,354,14,837,100.0,100.0,0.1,276,308,Primary ECM
1770,4,355,14,827,100.0,100.0,0.1,276,318,Primary ECM
1771,4,355,14,828,100.0,100.0,0.2,299,318,Primary ECM
1772,4,355,14,834,100.0,100.0,0.1,299,308,Primary ECM
1773,4,355,14,838,100.0,100.0,0.1,299,308,Primary ECM
1774,4,355,14,832,100.0,100.0,0.1,299,308,Primary ECM
1775,4,355,14,827,100.0,100.0,0.1,299,304,Primary ECM
1776,6,355,14,829,100.0,100.0,0.2,276,304,Primary ECM
1777,2,355,14,833,100.0,100.0,0.1,276,308,Primary ECM
1778,2,354,14,831,100.0,100.0,0.1,290,308,Primary ECM
1779,6,355,14,828,100.0,100.0,0.2,299,308,Primary ECM
1780,4,355,14,828,100.0,100.0,0.2,299,308,Primary ECM
1781,6,355,14,828,100.0,100.0,0.2,271,290,Primary ECM
1782,6,355,14,836,100.0,100.0,0.2,271,304,Primary ECM
1783,4,355,14,828,100.0,100.0,0.2,299,304,Primary ECM
1784,4,354,14,832,100.0,100.0,0.1,299,290,Primary ECM
1785,4,354,14,831,100.0,100.0,0.1,280,290,Primary ECM
1786,6,354,14,833,100.0,100.0,0.2,285,318,Primary ECM
1787,4,354,14,831,100.0,100.0,0.2,285,318,Primary ECM
1788,4,354,14,837,100.0,100.0,0.2,290,313,Primary ECM
1789,6,354,14,838,100.0,100.0,0.2,290,299,Primary ECM
1790,4,355,14,830,100.0,100.0,0.2,276,299,Primary ECM
1791,4,355,14,837,100.0,100.0,0.1,276,299,Primary ECM
1792,4,355,14,836,100.0,100.0,0.1,290,299,Primary ECM
1793,2,355,14,834,100.0,100.0,0.1,266,313,Primary ECM
1794,6,355,14,829,100.0,100.0,0.2,266,318,Primary ECM
1795,2,354,14,837,100.0,100.0,0.2,266,318,Primary ECM
1796,4,355,14,834,100.0,100.0,0.2,266,290,Primary ECM
1797,6,355,14,829,100.0,100.0,0.2,271,290,Primary ECM
1798,4,355,14,827,100.0,100.0,0.1,271,290,Primary ECM
1799,6,355,14,831,100.0,100.0,0.1,271,290,Primary ECM
1800,4,355,14,830,100.0,100.0,0.1,280,313,Primary ECM
1801,6,354,14,835,100.0,100.0,0.2,280,290,Primary ECM
1802,4,354,14,828,100.0,100.0,0.2,276,290,Primary ECM
1803,4,355,14,827,100.0,100.0,0.1,276,285,Primary ECM
1804,4,354,14,829,100.0,100.0,0.2,299,285,Primary ECM
1805,4,354,14,835,100.0,100.0,0.2,299,299,Primary ECM
1806,4,355,14,832,100.0,100.0,0.2,299,299,Primary ECM
1807,4,354,14,829,100.0,100.0,0.1,290,313,Primary ECM
1808,2,354,14,826,100.0,100.0,0.2,290,299,Primary ECM
1809,6,355,14,828,100.0,100.0,0.1,290,299,Primary ECM
1810,4,355,14,829,100.0,100.0,0.2,290,313,Primary ECM
1811,4,355,14,836,100.0,100.0,0.1,285,313,Primary ECM
1812,6,355,14,832,100.0,100.0,0.2,285,308,Primary ECM
1813,6,355,14,832,100.0,100.0,0.2,285,308,Primary ECM
1814,4,354,14,833,100.0,100.0,0.1,266,290,Primary ECM
1815,4,354,14,833,100.0,100.0,0.1,266,290,Primary ECM
1816,4,355,14,835,100.0,100.0,0.1,280,290,Primary ECM
1817,4,355,14,835,100.0,100.0,0.1,280,318,Primary ECM
1818,2,355,14,827,100.0,100.0,0.1,276,318,Primary ECM
1819,4,355,14,836,100.0,100.0,0.1,276,308,Primary ECM
1820,4,355,14,837,100.0,100.0,0.2,266,308,Primary ECM
1821,4,355,14,830,100.0,100.0,0.1,285,304,Primary ECM
1822,4,355,14,839,100.0,100.0,0.2,285,299,Primary ECM
1823,4,355,14,839,100.0,100.0,0.2,266,299,Primary ECM
1824,4,355,14,836,100.0,100.0,0.2,266,285,Primary ECM
1825,4,355,14,833,100.0,100.0,0.2,266,285,Primary ECM
1826,6,355,14,831,100.0,100.0,0.2,266,313,Primary ECM
1827,4,355,14,835,100.0,100.0,0.1,280,313,Primary ECM
1828,6,355,14,829,100.0,100.0,0.1,276,308,Primary ECM
1829,4,355,14,836,100.0,100.0,0.1,276,313,Primary ECM
1830,4,355,14,826,100.0,100.0,0.1,285,313,Primary ECM
1831,4,355,14,829,100.0,100.0,0.2,285,308,Primary ECM
1832,4,354,14,832,100.0,100.0,0.1,290,308,Primary ECM
1833,4,355,14,835,100.0,100.0,0.2,290,299,Primary ECM
1834,4,355,14,831,100.0,100.0,0.1,266,299,Primary ECM
1835,4,354,14,833,100.0,100.0,0.2,285,299,Primary ECM
1836,6,355,14,829,100.0,100.0,0.1,285,299,Primary ECM
1837,4,354,14,832,100.0,100.0,0.2,285,290,Primary ECM
1838,2,354,14,832,100.0,100.0,0.2,285,304,Primary ECM
1839,8,355,14,828,100.0,100.0,0.2,290,304,Primary ECM
1840,4,355,14,827,100.0,100.0,0.1,290,308,Primary ECM
1841,4,354,14,832,100.0,100.0,0.1,285,308,Primary ECM
1842,4,355,14,837,100.0,100.0,0.1,271,304,Primary ECM
1843,2,354,14,828,100.0,100.0,0.2,271,304,Primary ECM
1844,4,354,14,832,100.0,100.0,0.2,271,299,Primary ECM
1845,4,355,14,837,100.0,100.0,0.1,271,285,Primary ECM
1846,6,355,14,831,100.0,100.0,0.1,280,285,Primary ECM
1847,4,354,14,836,100.0,100.0,0.1,280,304,Primary ECM
1848,4,355,14,831,100.0,100.0,0.1,266,304,Primary ECM
1849,4,355,14,827,100.0,100.0,0.3,271,313,Primary ECM
1850,2,355,14,832,100.0,100.0,0.1,271,313,Primary ECM
1851,2,355,14,837,100.0,100.0,0.2,276,299,Primary ECM
1852,2,355,14,836,100.0,100.0,0.1,276,313,Primary ECM
1853,2,355,14,836,100.0,100.0,0.2,276,313,Primary ECM
1854,6,355,14,835,100.0,100.0,0.1,276,308,Primary ECM
1855,2,355,14,837,100.0,100.0,0.1,290,308,Primary ECM
1856,6,355,14,832,100.0,100.0,0.2,285,290,Primary ECM
1857,4,355,14,836,100.0,100.0,0.2,285,299,Primary ECM
1858,4,355,14,828,100.0,100.0,0.1,262,299,Primary ECM
1859,6,355,14,830,100.0,100.0,0.1,262,299,Primary ECM
1860,4,355,14,830,100.0,100.0,0.1,276,299,Primary ECM
1861,4,354,14,835,100.0,100.0,0.1,276,308,Primary ECM
1862,4,354,14,827,100.0,100.0,0.2,276,308,Primary ECM
1863,4,354,14,828,100.0,100.0,0.1,266,308,Primary ECM
1864,4,355,14,828,100.0,100.0,0.2,266,299,Primary ECM
1865,4,354,14,833,100.0,100.0,0.2,290,299,Primary ECM
1866,4,354,14,838,100.0,100.0,0.1,290,299,Primary ECM
1867,4,354,14,828,100.0,100.0,0.1,285,299,Primary ECM
1868,6,354,14,837,100.0,100.0,0.2,285,308,Primary ECM
1869,6,354,14,828,100.0,100.0,0.2,280,308,Primary ECM
1870,6,354,14,836,100.0,100.0,0.2,280,290,Primary ECM
1871,4,355,14,827,100.0,100.0,0.2,280,290,Primary ECM
1872,4,355,14,832,100.0,100.0,0.3,280,304,Primary ECM
1873,6,355,14,836,100.0,100.0,0.2,276,304,Primary ECM
1874,4,355,14,831,100.0,100.0,0.2,276,304,Primary ECM
1875,4,355,14,836,100.0,100.0,0.1,290,304,Primary ECM
1876,4,355,14,836,100.0,100.0,0.2,290,304,Primary ECM
1877,4,355,14,828,100.0,100.0,0.1,266,299,Primary ECM
1878,2,355,14,833,100.0,100.0,0.1,276,299,Primary ECM
1879,4,355,14,836,100.0,100.0,0.1,276,304,Primary ECM
1880,2,355,14,837,100.0,100.0,0.2,290,304,Primary ECM
1881,6,354,14,837,100.0,100.0,0.2,290,285,Primary ECM
1882,4,354,14,835,100.0,100.0,0.2,271,313,Primary ECM
1883,4,355,14,838,100.0,100.0,0.2,271,313,Primary ECM
1884,4,355,14,834,100.0,100.0,0.2,285,290,Primary ECM
1885,4,354,14,837,100.0,100.0,0.3,276,290,Primary ECM
1886,4,354,14,833,100.0,100.0,0.2,276,299,Primary ECM
1887,4,355,14,836,100.0,100.0,0.2,266,299,Primary ECM
1888,4,355,14,833,100.0,100.0,0.1,266,308,Primary ECM
1889,4,354,14,835,100.0,100.0,0.2,276,299,Primary ECM
1890,4,355,14,826,100.0,100.0,0.2,276,299,Primary ECM
1891,6,354,14,830,100.0,100.0,0.1,285,299,Primary ECM
1892,4,354,14,836,100.0,100.0,0.1,285,299,Primary ECM
1893,4,355,14,834,100.0,100.0,0.1,285,290,Primary ECM
1894,4,354,14,831,100.0,100.0,0.1,276,290,Primary ECM
1895,4,354,14,829,100.0,100.0,0.2,276,299,Primary ECM
1896,6,354,14,827,100.0,100.0,0.1,290,299,Primary ECM
1897,2,354,14,831,100.0,100.0,0.2,290,299,Primary ECM
1898,4,354,14,836,100.0,100.0,0.1,276,285,Primary ECM
1899,6,355,14,828,100.0,100.0,0.2,266,285,Primary ECM
1900,4,355,14,828,100.0,100.0,0.3,266,304,Primary ECM
1901,6,355,14,829,100.0,100.0,0.2,271,304,Primary ECM
1902,4,355,14,831,100.0,100.0,0.1,271,304,Primary ECM
1903,4,355,14,835,100.0,100.0,0.2,271,299,Primary ECM
1904,4,355,14,831,100.0,100.0,0.2,271,299,Primary ECM
1905,4,355,14,826,100.0,100.0,0.1,285,308,Primary ECM
1906,6,355,14,829,100.0,100.0,0.1,276,308,Primary ECM
1907,4,355,14,836,100.0,100.0,0.1,276,290,Primary ECM
1908,4,355,14,837,100.0,100.0,0.2,285,290,Primary ECM
1909,4,355,14,837,100.0,100.0,0.1,285,304,Primary ECM
1910,4,355,14,829,100.0,100.0,0.2,276,280,Primary ECM
1911,4,355,14,835,100.0,100.0,0.2,276,280,Primary ECM
1912,2,355,14,838,100.0,100.0,0.2,262,285,Primary ECM
1913,6,355,14,837,100.0,100.0,0.1,266,285,Primary ECM
1914,6,355,14,835,100.0,100.0,0.1,266,299,Primary ECM
1915,4,355,14,837,100.0,100.0,0.2,276,299,Primary ECM
1916,4,355,14,826,100.0,100.0,0.3,276,308,Primary ECM
1917,4,355,14,836,100.0,100.0,0.2,280,299,Primary ECM
1918,2,354,14,826,100.0,100.0,0.2,280,299,Primary ECM
1919,6,354,14,830,100.0,100.0,0.2,280,299,Primary ECM
1920,4,355,14,837,100.0,100.0,0.1,266,299,Primary ECM
1921,4,354,14,835,100.0,100.0,0.1,266,290,Primary ECM
1922,4,355,14,827,100.0,100.0,0.1,266,290,Primary ECM
1923,4,354,14,828,100.0,100.0,0.2,266,299,Primary ECM
1924,4,354,14,829,100.0,100.0,0.1,262,308,Primary ECM
1925,2,354,14,833,100.0,100.0,0.2,262,308,Primary ECM
1926,4,355,14,831,100.0,100.0,0.2,271,290,Primary ECM
1927,4,354,14,828,100.0,100.0,0.1,266,290,Primary ECM
1928,4,355,14,826,100.0,100.0,0.2,266,313,Primary ECM
1929,4,354,14,835,100.0,100.0,0.2,290,313,Primary ECM
1930,4,354,14,835,100.0,100.0,0.2,290,290,Primary ECM
1931,4,354,14,833,100.0,100.0,0.2,280,299,Primary ECM
1932,4,355,14,836,100.0,100.0,0.1,266,299,Primary ECM
1933,6,355,14,834,100.0,100.0,0.1,266,308,Primary ECM
1934,2,355,14,832,100.0,100.0,0.1,262,308,Primary ECM
1935,4,355,14,837,100.0,100.0,0.1,262,304,Primary ECM
1936,4,355,14,836,100.0,100.0,0.2,280,304,Primary ECM
1937,4,355,14,827,100.0,100.0,0.1,280,285,Primary ECM
1938,4,355,14,831,100.0,100.0,0.2,290,285,Primary ECM
1939,4,355,14,837,100.0,100.0,0.2,262,290,Primary ECM
1940,4,354,14,837,100.0,100.0,0.2,262,280,Primary ECM
1941,4,355,14,836,100.0,100.0,0.2,285,280,Primary ECM
1942,2,355,14,827,100.0,100.0,0.2,285,290,Primary ECM
1943,4,355,14,837,100.0,100.0,0.2,285,290,Primary ECM
1944,4,355,14,835,100.0,100.0,0.1,285,299,Primary ECM
1945,6,355,14,829,100.0,100.0,0.2,271,299,Primary ECM
1946,4,355,14,833,100.0,100.0,0.1,280,313,Primary ECM
