"12/22/2021 20:05","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
"Sample #","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature","ECM In Control"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
753,4,395,32,1060,100.0,100.0,0.1,252,266,Primary ECM
754,4,395,32,1060,100.0,100.0,0.0,257,276,Primary ECM
755,4,396,32,1062,100.0,100.0,0.0,257,276,Primary ECM
756,4,395,32,1067,100.0,100.0,0.1,237,262,Primary ECM
757,4,395,32,1067,100.0,100.0,0.1,237,262,Primary ECM
758,4,396,32,1066,100.0,100.0,0.0,242,257,Primary ECM
759,4,396,32,1066,100.0,100.0,0.0,242,257,Primary ECM
760,4,395,32,1072,100.0,100.0,0.0,252,276,Primary ECM
761,2,396,32,1064,100.0,100.0,0.0,262,276,Primary ECM
762,6,396,32,1068,100.0,100.0,0.0,262,266,Primary ECM
763,4,396,32,1059,100.0,100.0,0.0,262,271,Primary ECM
764,4,395,32,1065,100.0,100.0,0.0,262,271,Primary ECM
765,4,395,32,1066,100.0,100.0,0.1,257,280,Primary ECM
766,4,395,32,1066,100.0,100.0,0.1,257,280,Primary ECM
767,4,395,32,1058,100.0,100.0,0.0,257,271,Primary ECM
768,6,395,32,1064,100.0,100.0,0.1,262,271,Primary ECM
769,4,395,32,1067,100.0,100.0,0.0,262,262,Primary ECM
770,4,395,32,1067,100.0,100.0,0.0,237,262,Primary ECM
771,4,395,32,1064,100.0,100.0,0.0,237,262,Primary ECM
772,2,396,32,1063,100.0,100.0,0.1,252,262,Primary ECM
773,2,396,32,1063,100.0,100.0,0.1,252,276,Primary ECM
774,4,396,32,1058,100.0,100.0,0.0,257,276,Primary ECM
775,4,395,32,1064,100.0,100.0,0.1,242,266,Primary ECM
776,2,395,32,1065,100.0,100.0,0.1,242,266,Primary ECM
777,2,395,32,1065,100.0,100.0,0.1,242,266,Primary ECM
778,6,396,32,1064,100.0,100.0,0.0,242,266,Primary ECM
779,6,395,32,1065,100.0,100.0,0.0,257,266,Primary ECM
780,4,396,32,1060,100.0,100.0,0.0,257,257,Primary ECM
781,4,396,32,1060,100.0,100.0,0.0,257,257,Primary ECM
782,4,395,32,1059,100.0,100.0,0.1,257,276,Primary ECM
783,4,395,32,1059,100.0,100.0,0.1,257,276,Primary ECM
784,4,395,32,1060,100.0,100.0,0.1,262,266,Primary ECM
785,4,395,32,1060,100.0,100.0,0.1,262,266,Primary ECM
786,4,395,32,1070,100.0,100.0,0.0,247,257,Primary ECM
787,4,396,32,1065,100.0,100.0,0.1,247,257,Primary ECM
788,4,396,32,1067,100.0,100.0,0.0,252,276,Primary ECM
789,2,396,32,1064,100.0,100.0,0.1,252,285,Primary ECM
790,4,396,32,1067,100.0,100.0,0.0,237,285,Primary ECM
791,6,396,32,1064,100.0,100.0,0.2,237,280,Primary ECM
792,6,396,32,1065,100.0,100.0,0.0,242,280,Primary ECM
793,4,396,32,1062,100.0,100.0,0.0,242,276,Primary ECM
794,6,396,32,1062,100.0,100.0,0.0,237,276,Primary ECM
795,6,396,32,1062,100.0,100.0,0.0,237,266,Primary ECM
796,6,396,32,1062,100.0,100.0,0.2,237,276,Primary ECM
797,6,396,32,1062,100.0,100.0,0.2,237,276,Primary ECM
798,4,395,32,1067,100.0,100.0,0.1,237,271,Primary ECM
799,4,395,32,1067,100.0,100.0,0.1,237,271,Primary ECM
800,8,396,32,1065,100.0,100.0,0.1,257,257,Primary ECM
801,4,396,32,1058,100.0,100.0,0.1,262,257,Primary ECM
802,2,395,32,1066,100.0,100.0,0.2,262,280,Primary ECM
803,4,395,32,1066,100.0,100.0,0.0,242,262,Primary ECM
804,4,395,32,1063,100.0,100.0,0.0,242,262,Primary ECM
805,4,395,32,1069,100.0,100.0,0.0,242,257,Primary ECM
806,4,395,32,1069,100.0,100.0,0.0,242,257,Primary ECM
807,4,396,32,1062,100.0,100.0,0.2,252,276,Primary ECM
808,6,396,32,1065,100.0,100.0,0.0,247,276,Primary ECM
809,4,396,32,1063,100.0,100.0,0.1,247,262,Primary ECM
810,2,396,32,1064,100.0,100.0,0.1,247,262,Primary ECM
811,2,396,32,1064,100.0,100.0,0.1,247,280,Primary ECM
812,4,395,32,1067,100.0,100.0,0.0,237,276,Primary ECM
813,4,395,32,1067,100.0,100.0,0.0,237,276,Primary ECM
814,6,395,32,1065,100.0,100.0,0.1,242,266,Primary ECM
815,4,395,32,1064,100.0,100.0,0.1,247,266,Primary ECM
816,4,395,32,1067,100.0,100.0,0.0,247,262,Primary ECM
817,2,395,32,1061,100.0,100.0,0.1,257,262,Primary ECM
818,2,395,32,1061,100.0,100.0,0.1,257,266,Primary ECM
819,2,396,32,1070,100.0,100.0,0.2,262,276,Primary ECM
820,4,396,32,1064,100.0,100.0,0.1,262,276,Primary ECM
821,4,396,32,1066,100.0,100.0,0.0,237,266,Primary ECM
822,4,396,32,1056,100.0,100.0,0.0,262,266,Primary ECM
823,4,395,32,1058,100.0,100.0,0.1,262,280,Primary ECM
824,4,395,32,1063,100.0,100.0,0.1,242,280,Primary ECM
825,4,395,32,1060,100.0,100.0,0.1,242,276,Primary ECM
826,6,395,32,1059,100.0,100.0,0.0,242,257,Primary ECM
827,4,395,32,1061,100.0,100.0,0.0,242,257,Primary ECM
828,6,395,32,1068,100.0,100.0,0.0,247,262,Primary ECM
829,4,395,32,1062,100.0,100.0,0.0,242,262,Primary ECM
830,4,395,32,1059,100.0,100.0,0.0,242,262,Primary ECM
831,4,395,32,1067,100.0,100.0,0.0,242,262,Primary ECM
832,4,396,32,1060,100.0,100.0,0.1,242,271,Primary ECM
833,4,395,32,1065,100.0,100.0,0.0,237,276,Primary ECM
834,8,395,32,1065,100.0,100.0,0.0,237,276,Primary ECM
835,4,395,32,1060,100.0,100.0,0.1,252,280,Primary ECM
836,4,395,32,1064,100.0,100.0,0.1,237,280,Primary ECM
837,4,396,32,1062,100.0,100.0,0.0,237,276,Primary ECM
838,2,396,32,1070,100.0,100.0,0.1,252,276,Primary ECM
839,4,396,32,1064,100.0,100.0,0.1,252,262,Primary ECM
840,4,396,32,1070,100.0,100.0,0.1,257,271,Primary ECM
841,4,396,32,1070,100.0,100.0,0.1,257,271,Primary ECM
842,4,396,32,1061,100.0,100.0,0.1,242,276,Primary ECM
843,4,395,32,1071,100.0,100.0,0.1,247,276,Primary ECM
844,2,396,32,1061,100.0,100.0,0.0,247,266,Primary ECM
845,4,395,32,1062,100.0,100.0,0.1,247,266,Primary ECM
846,4,395,32,1062,100.0,100.0,0.1,247,280,Primary ECM
847,8,395,32,1061,100.0,100.0,0.1,247,262,Primary ECM
848,4,395,32,1068,100.0,100.0,0.1,247,262,Primary ECM
849,4,395,32,1063,100.0,100.0,0.0,237,266,Primary ECM
850,4,395,32,1060,100.0,100.0,0.2,252,266,Primary ECM
851,4,395,32,1067,100.0,100.0,0.1,252,271,Primary ECM
852,4,396,32,1068,100.0,100.0,0.1,252,271,Primary ECM
853,6,395,32,1066,100.0,100.0,0.1,252,276,Primary ECM
854,6,395,32,1066,100.0,100.0,0.0,262,276,Primary ECM
855,2,396,32,1064,100.0,100.0,0.1,257,276,Primary ECM
856,4,395,32,1061,100.0,100.0,0.1,257,262,Primary ECM
857,4,396,32,1060,100.0,100.0,0.0,242,262,Primary ECM
858,6,396,32,1059,100.0,100.0,0.0,242,280,Primary ECM
859,6,395,32,1066,100.0,100.0,0.0,257,280,Primary ECM
860,4,396,32,1059,100.0,100.0,0.0,257,257,Primary ECM
861,4,395,32,1061,100.0,100.0,0.1,262,257,Primary ECM
862,4,395,32,1063,100.0,100.0,0.1,257,266,Primary ECM
863,4,395,32,1072,100.0,100.0,0.1,257,266,Primary ECM
864,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
865,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
866,6,395,32,1067,100.0,100.0,0.1,247,271,Primary ECM
867,6,395,32,1067,100.0,100.0,0.1,247,271,Primary ECM
868,6,396,32,1062,100.0,100.0,0.2,242,262,Primary ECM
869,4,396,32,1063,100.0,100.0,0.0,242,257,Primary ECM
870,4,396,32,1065,100.0,100.0,0.1,242,257,Primary ECM
871,6,396,32,1058,100.0,100.0,0.1,242,262,Primary ECM
872,6,395,32,1057,100.0,100.0,0.1,247,262,Primary ECM
873,4,395,32,1062,100.0,100.0,0.1,247,280,Primary ECM
874,4,395,32,1063,100.0,100.0,0.1,247,280,Primary ECM
875,4,396,32,1068,100.0,100.0,0.1,247,271,Primary ECM
876,4,396,32,1059,100.0,100.0,0.2,247,276,Primary ECM
877,6,395,32,1065,100.0,100.0,0.0,257,276,Primary ECM
878,4,396,32,1060,100.0,100.0,0.0,247,262,Primary ECM
879,4,396,32,1060,100.0,100.0,0.0,247,262,Primary ECM
880,4,396,32,1063,100.0,100.0,0.0,242,257,Primary ECM
881,4,396,32,1063,100.0,100.0,0.0,242,257,Primary ECM
882,2,395,32,1066,100.0,100.0,0.1,237,257,Primary ECM
883,6,396,32,1064,100.0,100.0,0.1,237,280,Primary ECM
884,4,395,32,1064,100.0,100.0,0.1,237,280,Primary ECM
885,6,396,32,1063,100.0,100.0,0.1,237,280,Primary ECM
886,6,396,32,1063,100.0,100.0,0.1,237,280,Primary ECM
887,4,396,32,1062,100.0,100.0,0.1,242,280,Primary ECM
888,6,396,32,1068,100.0,100.0,0.0,242,280,Primary ECM
889,6,395,32,1069,100.0,100.0,0.1,242,276,Primary ECM
890,6,395,32,1064,100.0,100.0,0.0,242,271,Primary ECM
891,4,395,32,1068,100.0,100.0,0.0,252,271,Primary ECM
892,4,395,32,1060,100.0,100.0,0.0,252,266,Primary ECM
893,4,395,32,1068,100.0,100.0,0.1,262,266,Primary ECM
894,2,396,32,1068,100.0,100.0,0.1,242,280,Primary ECM
895,4,396,32,1062,100.0,100.0,0.1,242,280,Primary ECM
896,4,396,32,1065,100.0,100.0,0.0,257,280,Primary ECM
897,4,396,32,1065,100.0,100.0,0.2,257,271,Primary ECM
898,6,395,32,1068,100.0,100.0,0.1,257,271,Primary ECM
899,4,395,32,1063,100.0,100.0,0.0,257,280,Primary ECM
900,6,395,32,1060,100.0,100.0,0.0,247,280,Primary ECM
901,4,396,32,1069,100.0,100.0,0.1,242,276,Primary ECM
902,6,395,32,1067,100.0,100.0,0.2,242,276,Primary ECM
903,6,395,32,1071,100.0,100.0,0.0,237,276,Primary ECM
904,2,396,32,1070,100.0,100.0,0.1,237,262,Primary ECM
905,6,396,32,1068,100.0,100.0,0.1,252,262,Primary ECM
906,4,396,32,1061,100.0,100.0,0.1,252,276,Primary ECM
907,4,396,32,1061,100.0,100.0,0.1,257,276,Primary ECM
908,4,396,32,1070,100.0,100.0,0.2,247,262,Primary ECM
909,2,395,32,1061,100.0,100.0,0.1,247,257,Primary ECM
910,2,395,32,1061,100.0,100.0,0.1,257,257,Primary ECM
911,6,395,32,1061,100.0,100.0,0.1,257,280,Primary ECM
912,4,395,32,1067,100.0,100.0,0.0,252,280,Primary ECM
913,2,396,32,1071,100.0,100.0,0.1,252,266,Primary ECM
914,2,396,32,1071,100.0,100.0,0.1,237,266,Primary ECM
915,2,396,32,1062,100.0,100.0,0.0,237,271,Primary ECM
916,4,396,32,1060,100.0,100.0,0.1,237,262,Primary ECM
917,4,396,32,1060,100.0,100.0,0.1,247,262,Primary ECM
918,4,395,32,1067,100.0,100.0,0.1,247,262,Primary ECM
919,4,395,32,1067,100.0,100.0,0.1,237,262,Primary ECM
920,4,395,32,1060,100.0,100.0,0.2,237,262,Primary ECM
921,4,395,32,1060,100.0,100.0,0.2,247,262,Primary ECM
922,6,395,32,1064,100.0,100.0,0.1,247,276,Primary ECM
923,4,396,32,1065,100.0,100.0,0.0,257,280,Primary ECM
924,4,396,32,1062,100.0,100.0,0.0,257,280,Primary ECM
925,4,395,32,1062,100.0,100.0,0.0,257,266,Primary ECM
926,4,395,32,1062,100.0,100.0,0.0,257,266,Primary ECM
927,4,396,32,1066,100.0,100.0,0.1,252,266,Primary ECM
928,8,396,32,1068,100.0,100.0,0.1,252,266,Primary ECM
929,4,395,32,1064,100.0,100.0,0.1,247,257,Primary ECM
930,2,395,32,1067,100.0,100.0,0.2,252,257,Primary ECM
931,4,395,32,1059,100.0,100.0,0.1,252,276,Primary ECM
932,6,396,32,1063,100.0,100.0,0.1,237,276,Primary ECM
933,4,396,32,1065,100.0,100.0,0.0,237,280,Primary ECM
934,4,396,32,1060,100.0,100.0,0.0,233,280,Primary ECM
935,4,395,32,1069,100.0,100.0,0.0,233,266,Primary ECM
936,4,395,32,1063,100.0,100.0,0.0,242,271,Primary ECM
937,4,395,32,1059,100.0,100.0,0.1,242,271,Primary ECM
938,4,396,32,1062,100.0,100.0,0.1,242,271,Primary ECM
939,6,395,32,1064,100.0,100.0,0.0,242,271,Primary ECM
940,2,396,32,1066,100.0,100.0,0.0,242,280,Primary ECM
941,4,395,32,1060,100.0,100.0,0.1,237,280,Primary ECM
942,4,395,32,1060,100.0,100.0,0.1,237,280,Primary ECM
943,6,396,32,1067,100.0,100.0,0.1,252,280,Primary ECM
944,4,395,32,1065,100.0,100.0,0.0,237,257,Primary ECM
945,4,395,32,1065,100.0,100.0,0.0,237,276,Primary ECM
946,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
947,4,396,32,1065,100.0,100.0,0.1,257,262,Primary ECM
948,4,396,32,1067,100.0,100.0,0.1,247,262,Primary ECM
949,4,396,32,1067,100.0,100.0,0.1,247,276,Primary ECM
950,6,396,32,1062,100.0,100.0,0.0,233,276,Primary ECM
951,4,396,32,1069,100.0,100.0,0.1,257,266,Primary ECM
952,4,396,32,1060,100.0,100.0,0.0,257,266,Primary ECM
953,4,396,32,1065,100.0,100.0,0.1,257,271,Primary ECM
954,6,396,32,1063,100.0,100.0,0.0,257,271,Primary ECM
955,4,396,32,1063,100.0,100.0,0.1,237,266,Primary ECM
956,4,396,32,1066,100.0,100.0,0.1,237,266,Primary ECM
957,4,396,32,1068,100.0,100.0,0.1,247,262,Primary ECM
958,2,396,32,1062,100.0,100.0,0.0,247,276,Primary ECM
959,4,395,32,1059,100.0,100.0,0.0,237,276,Primary ECM
960,6,395,32,1061,100.0,100.0,0.0,237,271,Primary ECM
961,2,396,32,1061,100.0,100.0,0.1,237,271,Primary ECM
962,2,396,32,1061,100.0,100.0,0.1,252,276,Primary ECM
963,4,396,32,1070,100.0,100.0,0.1,252,276,Primary ECM
964,2,396,32,1068,100.0,100.0,0.0,247,266,Primary ECM
965,6,396,32,1061,100.0,100.0,0.1,247,266,Primary ECM
966,4,396,32,1061,100.0,100.0,0.1,242,266,Primary ECM
967,4,396,32,1067,100.0,100.0,0.2,242,276,Primary ECM
968,4,396,32,1062,100.0,100.0,0.1,257,276,Primary ECM
969,6,396,32,1056,100.0,100.0,0.1,257,276,Primary ECM
970,4,395,32,1052,100.0,100.0,0.0,257,276,Primary ECM
971,6,395,32,1063,100.0,100.0,0.0,237,257,Primary ECM
972,4,395,32,1060,100.0,100.0,0.0,237,271,Primary ECM
973,4,395,32,1060,100.0,100.0,0.0,233,271,Primary ECM
974,4,395,32,1066,100.0,100.0,0.1,233,276,Primary ECM
975,4,395,32,1066,100.0,100.0,0.1,252,276,Primary ECM
976,4,395,32,1069,100.0,100.0,0.2,252,262,Primary ECM
977,4,395,32,1069,100.0,100.0,0.1,257,262,Primary ECM
978,4,394,32,1062,100.0,100.0,0.2,257,262,Primary ECM
979,4,395,32,1065,100.0,100.0,0.1,262,280,Primary ECM
980,4,395,32,1070,100.0,100.0,0.0,262,280,Primary ECM
981,6,395,32,1070,100.0,100.0,0.2,247,266,Primary ECM
982,4,395,32,1060,100.0,100.0,0.1,247,266,Primary ECM
983,6,395,32,1063,100.0,100.0,0.1,252,280,Primary ECM
984,4,395,32,1067,100.0,100.0,0.1,252,280,Primary ECM
985,4,395,32,1065,100.0,100.0,0.1,252,271,Primary ECM
986,6,395,32,1061,100.0,100.0,0.0,242,271,Primary ECM
987,6,395,32,1061,100.0,100.0,0.0,242,271,Primary ECM
988,6,395,32,1062,100.0,100.0,0.1,242,271,Primary ECM
989,6,395,32,1062,100.0,100.0,0.1,242,280,Primary ECM
990,4,395,32,1063,100.0,100.0,0.0,242,280,Primary ECM
991,4,394,32,1052,100.0,100.0,0.2,252,257,Primary ECM
992,4,393,32,1049,100.0,100.0,0.0,252,257,Primary ECM
993,4,393,32,1059,100.0,100.0,0.0,247,276,Primary ECM
994,4,393,32,1059,100.0,100.0,0.0,247,276,Primary ECM
995,8,392,32,1059,100.0,100.0,0.1,242,266,Primary ECM
996,6,392,32,1065,100.0,100.0,0.1,242,266,Primary ECM
997,6,393,32,1066,100.0,100.0,0.1,266,262,Primary ECM
998,6,393,32,1070,100.0,100.0,0.0,266,266,Primary ECM
999,6,393,32,1073,100.0,100.0,0.1,257,266,Primary ECM
1000,8,394,32,1074,100.0,100.0,0.0,257,280,Primary ECM
1001,6,394,32,1079,100.0,100.0,0.1,271,280,Primary ECM
1002,4,395,32,1077,100.0,100.0,0.0,271,280,Primary ECM
1003,6,396,32,1066,100.0,100.0,0.1,271,280,Primary ECM
1004,4,396,32,1068,100.0,100.0,0.1,266,266,Primary ECM
1005,6,395,32,1067,100.0,100.0,0.1,266,276,Primary ECM
1006,4,396,32,1069,100.0,100.0,0.1,247,276,Primary ECM
1007,4,395,32,1063,100.0,100.0,0.1,247,285,Primary ECM
1008,6,395,32,1060,100.0,100.0,0.0,257,285,Primary ECM
1009,6,396,32,1066,100.0,100.0,0.2,257,285,Primary ECM
1010,6,396,32,1066,100.0,100.0,0.2,257,285,Primary ECM
1011,8,396,32,1067,100.0,100.0,0.1,257,290,Primary ECM
1012,4,396,32,1064,100.0,100.0,0.1,271,266,Primary ECM
1013,4,396,32,1064,100.0,100.0,0.1,247,266,Primary ECM
1014,4,395,32,1055,100.0,100.0,0.1,247,280,Primary ECM
1015,6,395,32,1060,100.0,100.0,0.1,257,280,Primary ECM
1016,6,395,32,1064,100.0,100.0,0.0,257,266,Primary ECM
1017,6,395,32,1064,100.0,100.0,0.0,266,266,Primary ECM
1018,6,395,32,1066,100.0,100.0,0.1,266,276,Primary ECM
1019,4,396,32,1070,100.0,100.0,0.1,271,280,Primary ECM
1020,6,395,32,1072,100.0,100.0,0.0,271,280,Primary ECM
1021,6,396,32,1060,100.0,100.0,0.1,257,266,Primary ECM
1022,6,396,32,1060,100.0,100.0,0.1,257,266,Primary ECM
1023,4,396,32,1065,100.0,100.0,0.0,252,280,Primary ECM
1024,4,395,32,1058,100.0,100.0,0.1,252,280,Primary ECM
1025,6,395,32,1068,100.0,100.0,0.1,266,276,Primary ECM
1026,8,395,32,1067,100.0,100.0,0.1,257,276,Primary ECM
1027,4,395,32,1063,100.0,100.0,0.0,257,285,Primary ECM
1028,2,395,32,1066,100.0,100.0,0.1,266,285,Primary ECM
1029,6,395,32,1067,100.0,100.0,0.1,266,285,Primary ECM
1030,6,395,32,1070,100.0,100.0,0.1,247,271,Primary ECM
1031,4,395,32,1063,100.0,100.0,0.1,247,271,Primary ECM
1032,6,395,32,1069,100.0,100.0,0.2,266,280,Primary ECM
1033,6,396,32,1059,100.0,100.0,0.1,266,280,Primary ECM
1034,6,395,32,1065,100.0,100.0,0.1,266,276,Primary ECM
1035,4,395,32,1061,100.0,100.0,0.1,252,276,Primary ECM
1036,4,395,32,1058,100.0,100.0,0.0,252,285,Primary ECM
1037,4,395,32,1062,100.0,100.0,0.1,252,285,Primary ECM
1038,4,395,32,1062,100.0,100.0,0.1,252,285,Primary ECM
1039,6,395,32,1070,100.0,100.0,0.1,257,285,Primary ECM
1040,4,396,32,1075,100.0,100.0,0.2,257,266,Primary ECM
1041,2,396,32,1073,100.0,100.0,0.1,257,262,Primary ECM
1042,4,396,32,1062,100.0,100.0,0.1,257,262,Primary ECM
1043,6,396,32,1059,100.0,100.0,0.1,257,276,Primary ECM
1044,4,395,32,1063,100.0,100.0,0.2,262,276,Primary ECM
1045,4,395,32,1063,100.0,100.0,0.2,262,285,Primary ECM
1046,6,395,32,1067,100.0,100.0,0.1,247,285,Primary ECM
1047,4,395,32,1066,100.0,100.0,0.1,271,271,Primary ECM
1048,4,395,32,1061,100.0,100.0,0.0,271,271,Primary ECM
1049,4,395,32,1061,100.0,100.0,0.0,257,262,Primary ECM
1050,4,395,32,1061,100.0,100.0,0.0,257,262,Primary ECM
1051,4,396,32,1075,100.0,100.0,0.0,257,285,Primary ECM
1052,6,395,32,1070,100.0,100.0,0.1,257,285,Primary ECM
1053,4,395,32,1061,100.0,100.0,0.0,262,280,Primary ECM
1054,6,395,32,1060,100.0,100.0,0.1,262,262,Primary ECM
1055,4,395,32,1064,100.0,100.0,0.0,247,262,Primary ECM
1056,2,395,32,1064,100.0,100.0,0.1,247,285,Primary ECM
1057,4,395,32,1070,100.0,100.0,0.2,257,285,Primary ECM
1058,2,395,32,1061,100.0,100.0,0.1,257,262,Primary ECM
1059,4,396,32,1060,100.0,100.0,0.2,257,262,Primary ECM
1060,4,396,32,1065,100.0,100.0,0.1,266,276,Primary ECM
1061,4,396,32,1066,100.0,100.0,0.0,266,285,Primary ECM
1062,4,396,32,1066,100.0,100.0,0.0,257,285,Primary ECM
1063,6,396,32,1058,100.0,100.0,0.0,257,266,Primary ECM
1064,4,395,32,1059,100.0,100.0,0.1,252,266,Primary ECM
1065,4,395,32,1060,100.0,100.0,0.1,252,271,Primary ECM
1066,4,395,32,1060,100.0,100.0,0.1,266,271,Primary ECM
1067,4,395,32,1069,100.0,100.0,0.1,266,262,Primary ECM
1068,4,395,32,1060,100.0,100.0,0.0,257,280,Primary ECM
1069,4,395,32,1060,100.0,100.0,0.0,257,280,Primary ECM
1070,6,395,32,1071,100.0,100.0,0.0,252,276,Primary ECM
1071,8,395,32,1066,100.0,100.0,0.1,252,276,Primary ECM
1072,4,395,32,1068,100.0,100.0,0.1,257,266,Primary ECM
1073,2,395,32,1065,100.0,100.0,0.1,257,266,Primary ECM
1074,4,396,32,1062,100.0,100.0,0.2,252,285,Primary ECM
1075,4,396,32,1060,100.0,100.0,0.1,252,285,Primary ECM
1076,4,396,32,1069,100.0,100.0,0.1,252,280,Primary ECM
1077,4,397,32,1066,100.0,100.0,0.1,257,280,Primary ECM
1078,4,397,32,1066,100.0,100.0,0.1,257,280,Primary ECM
1079,4,396,32,1060,100.0,100.0,0.2,257,280,Primary ECM
1080,6,396,32,1062,100.0,100.0,0.1,257,266,Primary ECM
1081,4,396,32,1067,100.0,100.0,0.0,242,280,Primary ECM
1082,6,395,32,1065,100.0,100.0,0.1,262,280,Primary ECM
1083,6,395,32,1065,100.0,100.0,0.1,262,262,Primary ECM
1084,4,396,32,1061,100.0,100.0,0.1,257,262,Primary ECM
1085,4,396,32,1061,100.0,100.0,0.1,257,262,Primary ECM
1086,6,396,32,1064,100.0,100.0,0.1,262,262,Primary ECM
1087,6,396,32,1064,100.0,100.0,0.1,262,280,Primary ECM
1088,4,396,32,1068,100.0,100.0,0.1,247,280,Primary ECM
1089,6,396,32,1059,100.0,100.0,0.0,252,266,Primary ECM
1090,4,396,32,1060,100.0,100.0,0.1,252,266,Primary ECM
1091,6,396,32,1069,100.0,100.0,0.1,252,266,Primary ECM
1092,2,396,32,1063,100.0,100.0,0.1,252,266,Primary ECM
1093,4,396,32,1061,100.0,100.0,0.1,262,285,Primary ECM
1094,4,396,32,1061,100.0,100.0,0.1,262,285,Primary ECM
1095,4,395,32,1059,100.0,100.0,0.1,262,257,Primary ECM
1096,4,395,32,1064,100.0,100.0,0.0,262,262,Primary ECM
1097,4,395,32,1064,100.0,100.0,0.0,242,262,Primary ECM
1098,4,395,32,1058,100.0,100.0,0.1,242,266,Primary ECM
1099,4,395,32,1059,100.0,100.0,0.2,247,266,Primary ECM
1100,4,395,32,1063,100.0,100.0,0.1,262,280,Primary ECM
1101,4,395,32,1063,100.0,100.0,0.1,262,280,Primary ECM
1102,4,394,32,1056,100.0,100.0,0.0,257,262,Primary ECM
1103,6,394,32,1056,100.0,100.0,0.1,257,266,Primary ECM
1104,4,394,32,1065,100.0,100.0,0.0,237,266,Primary ECM
1105,6,394,32,1060,100.0,100.0,0.1,237,280,Primary ECM
1106,6,394,32,1060,100.0,100.0,0.1,247,280,Primary ECM
1107,4,395,32,1065,100.0,100.0,0.1,242,266,Primary ECM
1108,6,395,32,1076,100.0,100.0,0.1,242,266,Primary ECM
1109,4,395,32,1065,100.0,100.0,0.0,242,280,Primary ECM
1110,4,395,32,1076,100.0,100.0,0.1,242,280,Primary ECM
1111,4,395,32,1075,100.0,100.0,0.1,242,280,Primary ECM
1112,6,395,32,1066,100.0,100.0,0.0,242,285,Primary ECM
1113,4,395,32,1063,100.0,100.0,0.1,247,285,Primary ECM
1114,6,396,32,1063,100.0,100.0,0.1,247,280,Primary ECM
1115,4,396,32,1066,100.0,100.0,0.0,247,280,Primary ECM
1116,4,395,32,1062,100.0,100.0,0.1,247,276,Primary ECM
1117,4,396,32,1066,100.0,100.0,0.0,252,285,Primary ECM
1118,4,396,32,1066,100.0,100.0,0.0,252,285,Primary ECM
1119,6,396,32,1060,100.0,100.0,0.1,242,276,Primary ECM
1120,6,395,32,1064,100.0,100.0,0.1,242,276,Primary ECM
1121,4,396,32,1068,100.0,100.0,0.0,247,280,Primary ECM
1122,4,396,32,1064,100.0,100.0,0.1,247,280,Primary ECM
1123,6,395,32,1058,100.0,100.0,0.1,247,262,Primary ECM
1124,4,395,32,1058,100.0,100.0,0.1,262,262,Primary ECM
1125,6,395,32,1062,100.0,100.0,0.1,262,266,Primary ECM
1126,4,395,32,1065,100.0,100.0,0.1,247,280,Primary ECM
1127,4,396,32,1066,100.0,100.0,0.1,247,280,Primary ECM
1128,4,396,32,1063,100.0,100.0,0.0,237,276,Primary ECM
1129,4,395,32,1054,100.0,100.0,0.1,247,276,Primary ECM
1130,4,394,32,1056,100.0,100.0,0.1,247,280,Primary ECM
1131,6,394,32,1057,100.0,100.0,0.1,257,280,Primary ECM
1132,6,394,32,1056,100.0,100.0,0.1,257,271,Primary ECM
1133,4,393,32,1052,100.0,100.0,0.1,262,271,Primary ECM
1134,4,393,32,1052,100.0,100.0,0.1,262,271,Primary ECM
1135,6,393,32,1050,100.0,100.0,0.1,247,271,Primary ECM
1136,6,392,32,1051,100.0,100.0,0.1,242,285,Primary ECM
1137,4,392,32,1045,100.0,100.0,0.0,242,285,Primary ECM
1138,8,390,32,1037,100.0,100.0,0.1,257,262,Primary ECM
1139,6,391,18,1035,100.0,100.0,0.1,257,262,Primary ECM
1140,8,388,14,924,100.0,100.0,0.1,247,266,Primary ECM
1141,8,388,14,924,100.0,100.0,0.1,247,266,Primary ECM
1142,4,372,14,811,100.0,100.0,0.1,262,271,Primary ECM
1143,4,368,14,817,100.0,100.0,0.0,262,285,Primary ECM
1144,6,368,14,825,100.0,100.0,0.0,242,285,Primary ECM
1145,8,364,14,826,100.0,100.0,0.0,242,266,Primary ECM
1146,4,362,14,835,100.0,100.0,0.0,247,266,Primary ECM
1147,4,360,14,839,100.0,100.0,0.1,262,285,Primary ECM
1148,6,360,14,843,100.0,100.0,0.1,262,285,Primary ECM
